"Season","GP","TOI","GF%","xGF%","CF%","FF%","SF%","GF","GA","GF/60","GA/60","GF EN","GA EN","xGF","xGA","xGF/60","xGA/60","CF","CA","CF/60","CA/60","FF","FA","FF/60","FA/60","SF","SA","SF/60","SA/60","Pace/60","SH%","SV%","PDO","fSH%","fSV%","CF% Slot","CF Slot","CA Slot","CF Slot/60","CA Slot/60","CF F %","CF D %","CA F %","CA D %","CF On Target %","CA On Target %","Avg. CF dist.","Avg. CA dist.","Avg. GF dist.","Avg. GF EN dist.","Avg. GA dist.","Avg. GA EN dist."
"2022/2023","728","43754.43","50","50","50","50","50","1952.65","1952.65","2.68","2.68","103.6","103.6","2009.17","2009.17","2.76","2.76","41400.32","41400.32","56.77","56.77","29447.37","29447.37","40.38","40.38","21505.86","21505.86","29.49","29.49","113.54","9.08","90.92","100","6.63","93.37","50","15405","15405","21.12","21.12","66.1","33.9","66.1","33.9","51.95","51.95","11.83","11.83","6.4","20.95","6.4","20.95"
