Date,League,Team,Opp.,Phase,Coach,Opp. coach,OT/SO,PTS,Leading%,Tied%,Trailing%,TOI,GF,GA,G±,EQ TOI,EQ GF,EQ GA,EQ G±,PP OP,PP%,PP TOI,PP GF,PP GA,PP G±,SH SI,PK%,SH TOI,SH GF,SH GA,SH G±,SH%,SV%,PDO,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,SMF,SPF,SBF,SMA,SPA,SBA,FOW,FOL,FO%,# 0',# 2',# 5',# 10',# 20',PIM,Spectators,MatchID,Outcome,Moneyline,H1-1.5,H1-2.5,H2-1.5,H2+1.5,H2+2.5,TG,Both2Goals,OU4.5,OU5.5,OU6.5,OU7.5
2018-12-04,National League,ZSC,HCFG,Regular Season,Serge Aubin,Mark French,,3.0,89.56,10.44,0.0,60.0,3,1,2,44.1,2,0.0,2.0,3.0,0.0,6.0,0,0.0,0.0,7.0,85.71,9.9,1,1,0,7.41,96.15,103.56,54.0,51,51.43,37,38.0,49.33,28,26,51.85,9.0,0.0,17.0,11,1,13.0,32,32,50.0,0,7,1,1,1.0,49.0,8204.0,20191105000114,1,1,1,0,0,0,1,4,0,0,0,0,0
2018-12-07,National League,HCL,HCAP,Regular Season,Greg Ireland,Luca Cereda,,3.0,82.03,9.72,8.25,60.0,5,3,2,46.7,4,2.0,2.0,4.0,25.0,6.8,1,0.0,1.0,4.0,75.0,6.5,0,1,-1,15.62,88.0,103.62,62.0,47,56.88,48,33.0,59.26,32,25,56.14,14.0,2.0,14.0,8,0,14.0,36,29,55.38,0,4,0,0,0.0,8.0,7200.0,20191105000149,1,1,1,0,0,0,1,8,1,1,1,1,1
2018-12-07,National League,SCLT,ZSC,Regular Season,Heinz Ehlers,Serge Aubin,SO,1.0,48.38,51.62,0.0,65.0,3,4,-1,44.0,2,1.0,1.0,5.0,0.0,10.0,0,0.0,0.0,7.0,71.43,11.0,1,2,-1,12.0,83.33,95.33,62.0,51,54.87,43,30.0,58.9,25,18,58.14,17.0,1.0,19.0,10,2,21.0,24,32,42.86,0,9,0,0,0.0,18.0,5850.0,20191105000150,0,0,0,0,0,1,1,7,1,1,1,1,0
2018-12-07,National League,HCFG,EHCB,Regular Season,Mark French,Antti Törmänen,,0.0,0.0,4.89,95.11,60.0,0,4,-4,51.2,0,2.0,-2.0,2.0,0.0,3.4,0,0.0,0.0,4.0,50.0,5.3,0,2,-2,0.0,84.62,84.62,72.0,45,61.54,50,34.0,59.52,23,26,46.94,25.0,2.0,22.0,7,1,11.0,34,24,58.62,0,5,0,0,0.0,10.0,6164.0,20191105000146,-1,0,0,0,1,1,1,4,0,0,0,0,0
2018-12-07,National League,SCRJ,SCB,Regular Season,Jeff Tomlinson,Kari Jalonen,,0.0,38.83,8.39,52.78,60.0,1,2,-1,51.0,1,1.0,0.0,3.0,0.0,6.0,0,0.0,0.0,2.0,50.0,3.0,0,1,-1,6.25,93.94,100.19,46.0,56,45.1,32,42.0,43.24,16,33,32.65,15.0,1.0,14.0,9,0,14.0,26,30,46.43,0,5,0,0,0.0,10.0,3983.0,20191105000147,-1,0,0,0,0,1,1,3,0,0,0,0,0
2018-12-07,National League,LHC,GSHC,Regular Season,Ville Peltonen,Chris McSorley,,3.0,89.53,10.47,0.0,60.0,7,1,6,46.9,7,0.0,7.0,4.0,0.0,8.0,0,0.0,0.0,4.0,75.0,5.1,0,1,-1,29.17,96.43,125.6,42.0,59,41.58,34,46.0,42.5,24,28,46.15,10.0,0.0,8.0,17,1,13.0,0,0,,0,5,0,0,0.0,10.0,6700.0,20191105000148,1,1,1,1,0,0,0,8,0,1,1,1,1
2018-12-08,National League,EVZ,HCD,Regular Season,Dan Tangnes,Michel Riesen,,3.0,44.14,55.86,0.0,60.0,2,0,2,45.7,1,0.0,1.0,6.0,16.67,8.3,1,0.0,1.0,3.0,100.0,6.0,0,0,0,2.63,100.0,102.63,79.0,31,71.82,62,24.0,72.09,39,15,72.22,23.0,0.0,17.0,9,0,7.0,34,19,64.15,0,3,0,1,0.0,16.0,7200.0,20191105000156,1,1,1,0,0,0,1,2,0,0,0,0,0
2018-12-08,National League,EHCB,HCFG,Regular Season,Antti Törmänen,Mark French,,0.0,0.0,21.81,78.19,60.0,1,4,-3,49.5,0,4.0,-4.0,4.0,25.0,6.5,1,0.0,1.0,2.0,100.0,4.0,0,0,0,2.44,80.0,82.44,74.0,38,66.07,56,27.0,67.47,41,20,67.21,13.0,2.0,18.0,7,0,11.0,24,22,52.17,0,4,0,0,0.0,8.0,6448.0,20191105000153,-1,0,0,0,1,1,1,5,0,1,0,0,0
2018-12-08,National League,HCAP,HCL,Regular Season,Luca Cereda,Greg Ireland,,3.0,67.25,32.75,0.0,60.0,3,1,2,44.5,3,0.0,3.0,8.0,0.0,8.2,0,0.0,0.0,5.0,80.0,7.3,0,1,-1,13.04,96.0,109.04,52.0,42,55.32,40,34.0,54.05,23,25,47.92,16.0,1.0,12.0,8,1,8.0,39,22,63.93,0,7,0,1,0.0,24.0,6500.0,20191105000151,1,1,1,0,0,0,1,4,0,0,0,0,0
2018-12-08,National League,ZSC,GSHC,Regular Season,Serge Aubin,Chris McSorley,,0.0,0.0,10.58,89.42,60.0,0,2,-2,50.9,0,1.0,-1.0,3.0,0.0,5.7,0,0.0,0.0,2.0,50.0,3.4,0,1,-1,0.0,90.0,90.0,45.0,40,52.94,34,23.0,59.65,27,20,57.45,7.0,0.0,11.0,3,0,17.0,28,28,50.0,0,2,0,0,0.0,4.0,9158.0,20191105000222,-1,0,0,0,1,1,1,2,0,0,0,0,0
2018-12-08,National League,SCB,SCRJ,Regular Season,Kari Jalonen,Jeff Tomlinson,,3.0,32.11,47.86,20.03,60.0,2,1,1,50.1,0,1.0,-1.0,5.0,40.0,7.4,2,0.0,2.0,2.0,100.0,2.6,0,0,0,5.13,96.77,101.9,63.0,53,54.31,50,42.0,54.35,39,31,55.71,11.0,0.0,13.0,11,0,11.0,26,27,49.06,0,3,0,0,0.0,6.0,15203.0,20191105000152,1,1,0,0,0,1,1,3,0,0,0,0,0
2018-12-09,National League,HCD,EVZ,Regular Season,Michel Riesen,Dan Tangnes,,0.0,0.0,10.94,89.06,60.0,3,4,-1,50.9,2,2.0,0.0,4.0,0.0,4.2,0,1.0,-1.0,3.0,66.67,4.8,1,1,0,9.09,87.5,96.59,58.0,54,51.79,45,47.0,48.91,33,32,50.77,12.0,0.0,13.0,15,0,7.0,40,37,51.95,0,3,0,1,0.0,16.0,4703.0,20191105000145,-1,0,0,0,0,1,1,7,1,1,1,1,0
2018-12-17,National League,EVZ,HCL,Regular Season,Dan Tangnes,Greg Ireland,,3.0,40.64,59.36,0.0,60.0,4,0,4,47.0,2,0.0,2.0,5.0,40.0,9.0,2,0.0,2.0,2.0,100.0,4.0,0,0,0,14.81,100.0,114.81,54.0,54,50.0,39,43.0,47.56,27,28,49.09,11.0,1.0,15.0,15,0,11.0,24,22,52.17,0,2,0,0,0.0,4.0,6651.0,20191105000144,1,1,1,1,0,0,0,4,0,0,0,0,0
2018-12-18,National League,GSHC,LHC,Regular Season,Chris McSorley,Ville Peltonen,,3.0,31.69,61.47,6.83,60.0,4,2,2,50.4,4,1.0,3.0,3.0,0.0,5.8,0,1.0,-1.0,2.0,100.0,3.8,0,0,0,8.11,93.75,101.86,62.0,58,51.67,48,46.0,51.06,38,32,54.29,10.0,0.0,14.0,14,0,12.0,27,11,71.05,0,2,0,0,0.0,4.0,6428.0,20191105000273,1,1,1,0,0,0,1,6,1,1,1,0,0
2018-12-18,National League,ZSC,HCAP,Regular Season,Serge Aubin,Luca Cereda,OT,1.0,20.88,31.45,47.67,61.8,3,4,-1,47.8,3,3.0,0.0,5.0,0.0,10.0,0,1.0,-1.0,2.0,100.0,4.0,0,0,0,7.32,85.71,93.03,74.0,45,62.18,55,37.0,59.78,41,28,59.42,13.0,1.0,19.0,9,0,8.0,24,38,38.71,0,2,0,0,0.0,4.0,9155.0,20191105000162,0,0,0,0,0,1,1,7,1,1,1,1,0
2018-12-21,National League,SCRJ,SCLT,Regular Season,Jeff Tomlinson,Heinz Ehlers,,0.0,0.0,41.58,58.42,60.0,0,6,-6,39.8,0,3.0,-3.0,5.0,0.0,9.8,0,0.0,0.0,9.0,66.67,10.4,0,3,-3,0.0,83.78,83.78,38.0,70,35.19,28,54.0,34.15,18,37,32.73,10.0,0.0,10.0,17,0,16.0,31,26,54.39,0,7,0,0,0.0,14.0,3822.0,20191105000172,-1,0,0,0,1,1,1,6,0,1,1,0,0
2018-12-21,National League,GSHC,EVZ,Regular Season,Chris McSorley,Dan Tangnes,OT,2.0,9.15,60.15,30.7,60.3,3,2,1,42.8,1,1.0,0.0,5.0,40.0,9.5,2,0.0,2.0,5.0,80.0,8.1,0,1,-1,7.14,87.5,94.64,78.0,32,70.91,57,27.0,67.86,42,16,72.41,15.0,0.0,21.0,11,0,5.0,46,20,69.7,0,5,0,1,0.0,20.0,5733.0,20191105000171,0,1,0,0,0,1,1,5,1,1,0,0,0
2018-12-22,National League,LHC,ZSC,Regular Season,Ville Peltonen,Serge Aubin,,3.0,9.22,54.61,36.17,60.0,4,3,1,49.8,2,3.0,-1.0,6.0,33.33,8.2,2,0.0,2.0,1.0,100.0,2.0,0,0,0,8.33,88.46,96.79,65.0,53,55.08,50,38.0,56.82,37,26,58.73,11.0,2.0,15.0,11,1,15.0,34,27,55.74,0,1,1,0,1.0,27.0,6700.0,20191105000178,1,1,0,0,0,1,1,7,1,1,1,1,0
2018-12-22,National League,EVZ,SCRJ,Regular Season,Dan Tangnes,Jeff Tomlinson,,3.0,88.94,11.06,0.0,60.0,5,1,4,45.0,4,1.0,3.0,5.0,20.0,9.0,1,0.0,1.0,3.0,100.0,6.0,0,0,0,13.51,95.65,109.17,61.0,46,57.01,46,38.0,54.76,37,23,61.67,9.0,0.0,15.0,14,1,8.0,22,25,46.81,0,4,0,1,0.0,18.0,7016.0,20191105000180,1,1,1,1,0,0,0,6,0,1,1,0,0
2018-12-22,National League,HCFG,HCD,Regular Season,Mark French,Harijs Vitolinsh,,0.0,26.25,19.94,53.81,60.0,2,3,-1,43.0,2,1.0,1.0,4.0,0.0,8.0,0,0.0,0.0,5.0,60.0,9.0,0,2,-2,8.33,83.33,91.67,64.0,34,65.31,45,28.0,61.64,24,18,57.14,21.0,0.0,19.0,10,0,6.0,31,17,64.58,1,3,1,0,1.0,31.0,6500.0,20191105000177,-1,0,0,0,0,1,1,5,1,1,0,0,0
2018-12-22,National League,HCAP,SCB,Regular Season,Luca Cereda,Kari Jalonen,,3.0,97.39,2.61,0.0,60.0,4,1,3,52.4,4,0.0,4.0,1.0,0.0,2.0,0,0.0,0.0,3.0,66.67,5.6,0,1,-1,13.04,96.43,109.47,46.0,57,44.66,34,44.0,43.59,24,28,46.15,10.0,0.0,12.0,16,0,13.0,41,25,62.12,0,3,0,0,0.0,6.0,6500.0,20191105000175,1,1,1,1,0,0,0,5,0,1,0,0,0
2018-12-22,National League,EHCB,GSHC,Regular Season,Antti Törmänen,Chris McSorley,,3.0,28.89,25.06,46.06,60.0,5,3,2,53.9,4,2.0,2.0,4.0,25.0,4.2,1,0.0,1.0,3.0,66.67,2.0,0,1,-1,11.43,90.91,102.34,55.0,66,45.45,50,42.0,54.35,36,33,52.17,14.0,0.0,5.0,8,1,24.0,30,33,47.62,0,4,0,0,0.0,8.0,6013.0,20191105000176,1,1,1,0,0,0,1,8,1,1,1,1,1
2018-12-22,National League,SCLT,HCL,Regular Season,Heinz Ehlers,Greg Ireland,,0.0,0.0,33.83,66.17,60.0,0,3,-3,52.5,0,2.0,-2.0,4.0,0.0,6.2,0,0.0,0.0,2.0,50.0,1.3,0,1,-1,0.0,87.5,87.5,52.0,42,55.32,41,32.0,56.16,26,24,52.0,15.0,0.0,11.0,7,1,10.0,17,30,36.17,0,2,0,0,0.0,4.0,5940.0,20191105000179,-1,0,0,0,1,1,1,3,0,0,0,0,0
2018-12-23,National League,HCL,EHCB,Regular Season,Greg Ireland,Antti Törmänen,OT,2.0,27.67,51.35,20.98,61.2,6,5,1,47.2,3,4.0,-1.0,7.0,28.57,11.9,2,0.0,2.0,2.0,50.0,2.1,1,1,0,10.71,79.17,89.88,92.0,45,67.15,76,32.0,70.37,56,24,70.0,19.0,1.0,16.0,8,0,13.0,33,23,58.93,0,4,0,1,0.0,18.0,7095.0,20191105000173,0,1,0,0,0,1,1,11,1,1,1,1,1
2018-12-23,National League,ZSC,HCFG,Regular Season,Serge Aubin,Mark French,OT,2.0,14.32,65.26,20.42,62.0,3,2,1,42.3,1,1.0,0.0,6.0,33.33,10.7,2,0.0,2.0,5.0,80.0,9.1,0,1,-1,9.09,93.94,103.03,57.0,69,45.24,48,47.0,50.53,33,33,50.0,15.0,0.0,9.0,14,0,22.0,36,39,48.0,0,5,0,0,0.0,10.0,11200.0,20191105000174,0,1,0,0,0,1,1,5,1,1,0,0,0
2018-12-23,National League,HCD,HCAP,Regular Season,Harijs Vitolinsh,Luca Cereda,SO,2.0,0.0,47.41,52.59,65.0,3,2,1,61.0,2,2.0,0.0,0.0,,0.0,0,0.0,0.0,2.0,100.0,4.0,0,0,0,7.41,95.0,102.41,52.0,58,47.27,38,50.0,43.18,27,40,40.3,10.0,1.0,14.0,10,0,8.0,39,34,53.42,0,2,0,0,0.0,4.0,5547.0,20191105000170,0,1,0,0,0,1,1,5,1,1,0,0,0
2018-12-23,National League,SCB,LHC,Regular Season,Kari Jalonen,Ville Peltonen,,3.0,84.11,15.89,0.0,60.0,3,0,3,50.4,3,0.0,3.0,3.0,0.0,4.8,0,0.0,0.0,3.0,100.0,4.8,0,0,0,8.57,100.0,108.57,60.0,44,57.69,44,36.0,55.0,35,22,61.4,8.0,1.0,16.0,14,0,8.0,29,20,59.18,0,3,1,0,1.0,31.0,17031.0,20191105000169,1,1,1,1,0,0,0,3,0,0,0,0,0
2019-01-02,National League,HCD,HCL,Regular Season,Harijs Vitolinsh,Greg Ireland,,0.0,0.0,7.31,92.69,60.0,3,4,-1,51.7,3,3.0,0.0,2.0,0.0,4.0,0,0.0,0.0,3.0,66.67,4.3,0,1,-1,10.34,75.0,85.34,58.0,36,61.7,46,27.0,63.01,29,16,64.44,16.0,1.0,12.0,11,0,9.0,33,24,57.89,0,7,0,0,0.0,14.0,5324.0,20191105000182,-1,0,0,0,0,1,1,7,1,1,1,1,0
2019-01-02,National League,EVZ,HCAP,Regular Season,Dan Tangnes,Luca Cereda,,3.0,68.19,31.81,0.0,60.0,6,2,4,42.8,6,0.0,6.0,6.0,0.0,10.6,0,0.0,0.0,6.0,66.67,6.6,0,2,-2,17.65,92.0,109.65,55.0,46,54.46,43,38.0,53.09,34,25,57.63,9.0,0.0,12.0,12,1,8.0,29,36,44.62,0,5,0,0,0.0,10.0,7200.0,20191105000186,1,1,1,1,0,0,0,8,1,1,1,1,1
2019-01-02,National League,ZSC,SCRJ,Regular Season,Serge Aubin,Jeff Tomlinson,,3.0,61.92,38.08,0.0,60.0,1,0,1,54.0,1,0.0,1.0,1.0,0.0,2.0,0,0.0,0.0,2.0,100.0,4.0,0,0,0,4.55,100.0,104.55,52.0,47,52.53,38,29.0,56.72,22,17,56.41,14.0,2.0,14.0,12,0,18.0,16,20,44.44,0,3,0,0,0.0,6.0,10209.0,20191105000185,1,1,0,0,0,1,1,1,0,0,0,0,0
2019-01-02,National League,EHCB,LHC,Regular Season,Antti Törmänen,Ville Peltonen,,3.0,55.72,44.28,0.0,60.0,3,2,1,49.8,3,2.0,1.0,2.0,0.0,2.2,0,0.0,0.0,4.0,100.0,8.0,0,0,0,8.0,93.1,101.1,45.0,66,40.54,33,44.0,42.86,26,29,47.27,7.0,0.0,12.0,14,1,22.0,23,29,44.23,0,4,0,0,0.0,8.0,6163.0,20191105000181,1,1,0,0,0,1,1,5,1,1,0,0,0
2019-01-02,National League,SCLT,SCB,Regular Season,Heinz Ehlers,Kari Jalonen,,0.0,0.0,69.0,31.0,60.0,1,4,-3,53.9,1,3.0,-2.0,1.0,0.0,1.0,0,1.0,-1.0,3.0,100.0,5.0,0,0,0,2.78,88.0,90.78,57.0,46,55.34,46,37.0,55.42,36,26,58.06,10.0,0.0,11.0,10,1,9.0,18,36,33.33,1,3,0,0,0.0,6.0,6000.0,20191105000184,-1,0,0,0,1,1,1,5,0,1,0,0,0
2019-01-04,National League,SCRJ,SCB,Regular Season,Jeff Tomlinson,Kari Jalonen,,0.0,0.0,14.72,85.28,60.0,1,2,-1,45.9,0,1.0,-1.0,2.0,0.0,4.0,0,0.0,0.0,6.0,83.33,10.1,1,1,0,3.45,93.94,97.39,54.0,71,43.2,38,44.0,46.34,29,33,46.77,9.0,0.0,16.0,10,1,27.0,22,27,44.9,0,6,0,0,0.0,12.0,4272.0,20191105000189,-1,0,0,0,0,1,1,3,0,0,0,0,0
2019-01-04,National League,HCL,HCAP,Regular Season,Greg Ireland,Luca Cereda,,0.0,0.0,2.17,97.83,60.0,3,4,-1,45.9,1,3.0,-2.0,5.0,40.0,8.5,2,0.0,2.0,3.0,66.67,5.6,0,1,-1,7.14,84.0,91.14,83.0,49,62.88,61,36.0,62.89,42,25,62.69,18.0,1.0,22.0,10,1,13.0,32,27,54.24,0,3,0,0,0.0,6.0,7200.0,20191105000190,-1,0,0,0,0,1,1,7,1,1,1,1,0
2019-01-04,National League,HCFG,LHC,Regular Season,Mark French,Ville Peltonen,OT,2.0,4.8,95.2,0.0,62.9,3,2,1,55.0,3,1.0,2.0,1.0,0.0,2.0,0,0.0,0.0,3.0,66.67,5.9,0,1,-1,12.0,90.91,102.91,55.0,51,51.89,40,37.0,51.95,25,22,53.19,15.0,0.0,15.0,15,0,14.0,27,20,57.45,0,4,0,1,0.0,18.0,6500.0,20191105000188,0,1,0,0,0,1,1,5,1,1,0,0,0
2019-01-04,National League,ZSC,EHCB,Regular Season,Serge Aubin,Antti Törmänen,,3.0,50.67,49.33,0.0,60.0,4,0,4,48.6,3,0.0,3.0,5.0,20.0,5.0,1,0.0,1.0,4.0,100.0,6.3,0,0,0,7.89,100.0,107.89,61.0,57,51.69,49,39.0,55.68,39,29,57.35,9.0,1.0,12.0,9,1,18.0,24,25,48.98,1,5,0,0,0.0,10.0,9239.0,20191105000192,1,1,1,1,0,0,0,4,0,0,0,0,0
2019-01-04,National League,SCLT,EVZ,Regular Season,Heinz Ehlers,Dan Tangnes,,3.0,60.03,39.97,0.0,60.0,3,0,3,42.0,3,0.0,3.0,4.0,0.0,8.0,0,0.0,0.0,5.0,100.0,10.0,0,0,0,7.41,100.0,107.41,43.0,44,49.43,39,24.0,61.9,28,17,62.22,11.0,0.0,4.0,7,0,20.0,27,31,46.55,0,7,0,0,0.0,14.0,6000.0,20191105000191,1,1,1,1,0,0,0,3,0,0,0,0,0
2019-01-05,National League,LHC,SCRJ,Regular Season,Ville Peltonen,Jeff Tomlinson,,3.0,87.97,12.03,0.0,60.0,4,1,3,57.6,3,1.0,2.0,1.0,100.0,0.4,1,0.0,1.0,1.0,100.0,2.0,0,0,0,7.89,97.22,105.12,67.0,72,48.2,52,54.0,49.06,39,36,52.0,13.0,0.0,15.0,17,1,18.0,25,27,48.08,0,1,0,0,0.0,2.0,6601.0,20191105000197,1,1,1,1,0,0,0,5,0,1,0,0,0
2019-01-05,National League,EHCB,HCFG,Regular Season,Antti Törmänen,Mark French,,0.0,41.28,15.14,43.58,60.0,1,3,-2,45.8,1,3.0,-2.0,4.0,0.0,6.9,0,0.0,0.0,4.0,100.0,7.3,0,0,0,3.85,87.5,91.35,57.0,61,48.31,39,43.0,47.56,26,24,52.0,11.0,2.0,18.0,18,1,18.0,26,30,46.43,0,4,0,0,0.0,8.0,6521.0,20191105000195,-1,0,0,0,1,1,1,4,0,0,0,0,0
2019-01-05,National League,GSHC,HCL,Regular Season,Chris McSorley,Greg Ireland,,3.0,77.75,22.25,0.0,60.0,6,3,3,48.8,4,2.0,2.0,5.0,40.0,7.8,2,0.0,2.0,3.0,66.67,3.5,0,1,-1,18.75,86.96,105.71,66.0,40,62.26,54,32.0,62.79,32,23,58.18,22.0,0.0,12.0,8,1,8.0,30,26,53.57,0,3,0,0,0.0,6.0,6676.0,20191105000196,1,1,1,1,0,0,0,9,1,1,1,1,1
2019-01-05,National League,SCB,ZSC,Regular Season,Kari Jalonen,Serge Aubin,,3.0,56.19,43.81,0.0,60.0,3,0,3,48.6,3,0.0,3.0,4.0,0.0,6.7,0,0.0,0.0,5.0,100.0,4.7,0,0,0,17.65,100.0,117.65,37.0,51,42.05,28,36.0,43.75,17,26,39.53,11.0,0.0,9.0,9,1,15.0,28,21,57.14,0,6,0,1,0.0,22.0,17031.0,20191105000194,1,1,1,1,0,0,0,3,0,0,0,0,0
2019-01-05,National League,HCAP,SCLT,Regular Season,Luca Cereda,Heinz Ehlers,,3.0,75.22,24.78,0.0,60.0,5,2,3,48.0,4,1.0,3.0,5.0,20.0,8.6,1,0.0,1.0,2.0,50.0,3.4,0,1,-1,19.23,92.86,112.09,47.0,55,46.08,35,45.0,43.75,26,28,48.15,9.0,0.0,12.0,17,0,10.0,34,23,59.65,0,2,0,0,0.0,4.0,6308.0,20191105000193,1,1,1,1,0,0,0,7,1,1,1,1,0
2019-01-05,National League,EVZ,HCD,Regular Season,Dan Tangnes,Harijs Vitolinsh,,3.0,94.0,6.0,0.0,60.0,5,3,2,42.3,2,2.0,0.0,9.0,33.33,13.5,3,0.0,3.0,3.0,66.67,4.2,0,1,-1,11.63,86.36,97.99,62.0,43,59.05,54,28.0,65.85,43,22,66.15,9.0,2.0,8.0,6,0,15.0,26,30,46.43,0,5,0,0,0.0,10.0,7188.0,20191105000198,1,1,1,0,0,0,1,8,1,1,1,1,1
2019-01-06,National League,HCD,GSHC,Regular Season,Harijs Vitolinsh,Chris McSorley,,0.0,23.69,55.5,20.81,60.0,3,4,-1,46.5,2,3.0,-1.0,4.0,25.0,4.5,1,0.0,1.0,5.0,80.0,9.0,0,1,-1,10.0,87.1,97.1,50.0,63,44.25,41,49.0,45.56,30,31,49.18,11.0,0.0,9.0,17,1,14.0,40,36,52.63,0,4,1,0,1.0,33.0,3619.0,20191105000187,-1,0,0,0,0,1,1,7,1,1,1,1,0
2019-01-08,National League,LHC,HCD,Regular Season,Ville Peltonen,Harijs Vitolinsh,,3.0,36.0,59.61,4.39,60.0,5,3,2,51.9,4,3.0,1.0,3.0,33.33,4.1,1,0.0,1.0,2.0,100.0,4.0,0,0,0,15.15,88.0,103.15,53.0,45,54.08,44,33.0,57.14,33,25,56.9,10.0,1.0,9.0,8,0,12.0,0,0,,0,2,0,0,0.0,4.0,6336.0,20191105000238,1,1,1,0,0,0,1,8,1,1,1,1,1
2019-01-08,National League,ZSC,HCL,Regular Season,Serge Aubin,Greg Ireland,,3.0,46.61,23.69,29.69,60.0,7,4,3,47.9,6,3.0,3.0,5.0,20.0,7.2,1,0.0,1.0,3.0,66.67,5.0,0,1,-1,18.75,84.62,103.37,55.0,45,55.0,42,36.0,53.85,33,26,55.93,9.0,0.0,13.0,10,0,9.0,23,32,41.82,0,3,0,0,0.0,6.0,8708.0,20191105000030,1,1,1,1,0,0,0,11,1,1,1,1,1
2019-01-11,National League,HCD,SCB,Regular Season,Harijs Vitolinsh,Kari Jalonen,,0.0,0.0,3.08,96.92,60.0,0,1,-1,50.0,0,1.0,-1.0,2.0,0.0,4.0,0,0.0,0.0,3.0,100.0,6.0,0,0,0,0.0,96.67,96.67,60.0,57,51.28,39,43.0,47.56,26,30,46.43,12.0,1.0,21.0,12,1,14.0,25,25,50.0,0,3,0,0,0.0,6.0,4561.0,20191105000200,-1,0,0,0,0,1,1,1,0,0,0,0,0
2019-01-11,National League,GSHC,SCRJ,Regular Season,Chris McSorley,Jeff Tomlinson,OT,2.0,2.81,76.57,20.62,62.9,3,2,1,42.6,1,1.0,0.0,7.0,28.57,13.1,2,0.0,2.0,4.0,75.0,7.2,0,1,-1,7.14,92.0,99.14,71.0,42,62.83,55,34.0,61.8,42,25,62.69,13.0,0.0,16.0,9,0,8.0,37,24,60.66,0,4,0,1,0.0,18.0,7135.0,20191105000201,0,1,0,0,0,1,1,5,1,1,0,0,0
2019-01-11,National League,HCL,ZSC,Regular Season,Greg Ireland,Serge Aubin,,0.0,27.92,44.08,28.0,60.0,1,3,-2,38.6,0,1.0,-1.0,4.0,25.0,7.1,1,0.0,1.0,10.0,80.0,14.3,0,2,-2,3.45,93.94,97.39,58.0,59,49.57,41,44.0,48.24,29,34,46.03,12.0,0.0,17.0,8,2,15.0,28,28,50.0,0,7,1,0,1.0,39.0,6193.0,20191105000202,-1,0,0,0,1,1,1,4,0,0,0,0,0
2019-01-11,National League,EVZ,LHC,Regular Season,Dan Tangnes,Ville Peltonen,,3.0,64.75,25.19,10.06,60.0,4,2,2,46.8,3,2.0,1.0,6.0,16.67,10.7,1,0.0,1.0,2.0,100.0,2.5,0,0,0,10.0,90.0,100.0,74.0,39,65.49,58,32.0,64.44,40,20,66.67,16.0,2.0,16.0,11,1,7.0,26,32,44.83,1,2,0,0,0.0,4.0,6888.0,20191105000204,1,1,1,0,0,0,1,6,1,1,1,0,0
2019-01-11,National League,SCLT,EHCB,Regular Season,Heinz Ehlers,Antti Törmänen,,3.0,65.75,34.25,0.0,60.0,4,0,4,54.0,3,0.0,3.0,1.0,100.0,2.0,1,0.0,1.0,2.0,100.0,4.0,0,0,0,12.5,100.0,112.5,63.0,63,50.0,56,49.0,53.33,32,36,47.06,23.0,1.0,7.0,13,0,14.0,22,29,43.14,0,2,0,0,0.0,4.0,6000.0,20191105000203,1,1,1,1,0,0,0,4,0,0,0,0,0
2019-01-12,National League,SCRJ,HCL,Regular Season,Jeff Tomlinson,Greg Ireland,,0.0,41.67,51.08,7.25,60.0,2,3,-1,46.3,0,3.0,-3.0,5.0,40.0,7.7,2,0.0,2.0,3.0,100.0,6.0,0,0,0,6.9,90.32,97.22,48.0,69,41.03,37,50.0,42.53,29,31,48.33,7.0,1.0,11.0,19,0,19.0,29,33,46.77,0,3,0,1,0.0,16.0,4058.0,20191105000208,-1,0,0,0,0,1,1,5,1,1,0,0,0
2019-01-12,National League,LHC,GSHC,Regular Season,Ville Peltonen,Chris McSorley,SO,1.0,59.51,40.49,0.0,65.0,3,4,-1,55.8,3,3.0,0.0,1.0,0.0,2.0,0,0.0,0.0,4.0,100.0,7.2,0,0,0,13.64,93.62,107.25,45.0,90,33.33,36,62.0,36.73,22,47,31.88,13.0,1.0,9.0,15,0,28.0,24,37,39.34,0,7,0,0,0.0,14.0,6700.0,20191105000209,0,0,0,0,0,1,1,7,1,1,1,1,0
2019-01-12,National League,HCFG,SCLT,Regular Season,Mark French,Heinz Ehlers,,0.0,0.0,14.22,85.78,60.0,1,3,-2,57.9,0,3.0,-3.0,2.0,50.0,2.1,1,0.0,1.0,0.0,,0.0,0,0,0,2.78,88.24,91.01,62.0,42,59.62,45,35.0,56.25,36,18,66.67,8.0,1.0,17.0,17,0,7.0,29,23,55.77,0,0,0,0,0.0,0.0,6236.0,20191105000207,-1,0,0,0,1,1,1,4,0,0,0,0,0
2019-01-12,National League,SCB,EVZ,Regular Season,Kari Jalonen,Dan Tangnes,,0.0,0.0,58.31,41.69,60.0,0,3,-3,38.9,0,2.0,-2.0,8.0,0.0,12.9,0,0.0,0.0,4.0,75.0,8.2,0,1,-1,0.0,91.3,91.3,67.0,47,58.77,49,34.0,59.04,25,24,51.02,24.0,0.0,18.0,10,0,13.0,34,22,60.71,0,4,1,0,1.0,33.0,16354.0,20191105000205,-1,0,0,0,1,1,1,3,0,0,0,0,0
