Date,League,Team,Opp.,Phase,Coach,Opp. coach,OT/SO,PTS,Leading%,Tied%,Trailing%,TOI,GF,GA,G±,EQ TOI,EQ GF,EQ GA,EQ G±,PP OP,PP%,PP TOI,PP GF,PP GA,PP G±,SH SI,PK%,SH TOI,SH GF,SH GA,SH G±,SH%,SV%,PDO,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,SMF,SPF,SBF,SMA,SPA,SBA,FOW,FOL,FO%,# 0',# 2',# 5',# 10',# 20',PIM,Spectators,MatchID,Outcome,Moneyline,H1-1.5,H1-2.5,H2-1.5,H2+1.5,H2+2.5,TG,Both2Goals,OU4.5,OU5.5,OU6.5,OU7.5
2021-02-25,National League,HCL,GSHC,Regular Season,Serge Pelletier,Patrick Emond,,0.0,0.0,2.94,97.06,60.0,2,6,-4,44.4,2,5.0,-3.0,6.0,0.0,12.0,0,0.0,0.0,2.0,50.0,3.6,0,1,-1,5.41,80.0,85.41,64.0,47,57.66,47,35.0,57.32,37,30,55.22,9.0,1.0,17.0,5,0,12.0,30,24,55.56,0,2,0,0,0.0,4.0,0.0,20211105000308,-1,0,0,0,1,1,1,8,1,1,1,1,1
2021-02-25,National League,LHC,SCLT,Regular Season,Craig MacTavish,Rikard Franzén,,0.0,0.0,13.33,86.67,60.0,0,1,-1,42.1,0,1.0,-1.0,5.0,0.0,9.4,0,0.0,0.0,3.0,100.0,8.4,0,0,0,0.0,96.3,96.3,67.0,52,56.3,46,38.0,54.76,36,27,57.14,9.0,1.0,21.0,10,1,14.0,33,25,56.9,0,3,1,0,1.0,31.0,0.0,20211105000275,-1,0,0,0,0,1,1,1,0,0,0,0,0
2021-02-25,National League,EVZ,SCB,Regular Season,Dan Tangnes,Mario Kogler,,3.0,89.25,10.75,0.0,60.0,7,1,6,53.0,5,1.0,4.0,4.0,50.0,3.0,2,0.0,2.0,2.0,100.0,4.0,0,0,0,26.92,96.15,123.08,47.0,50,48.45,32,34.0,48.48,26,26,50.0,6.0,0.0,15.0,8,0,16.0,33,27,55.0,0,2,0,0,0.0,4.0,0.0,20211105000282,1,1,1,1,0,0,0,8,0,1,1,1,1
2021-02-26,National League,HCL,GSHC,Regular Season,Serge Pelletier,Patrick Emond,,3.0,98.33,1.67,0.0,60.0,7,2,5,48.8,6,2.0,4.0,1.0,100.0,1.2,1,0.0,1.0,5.0,100.0,9.9,0,0,0,21.21,91.3,112.52,49.0,53,48.04,38,39.0,49.35,33,23,58.93,4.0,1.0,11.0,16,0,14.0,21,30,41.18,0,5,0,1,0.0,20.0,0.0,20211105000276,1,1,1,1,0,0,0,9,1,1,1,1,1
2021-02-26,National League,EHCB,ZSC,Regular Season,Lars Leuenberger,Rikard Grönborg,OT,1.0,63.31,22.83,13.86,62.0,4,5,-1,50.1,4,2.0,2.0,3.0,0.0,5.8,0,0.0,0.0,6.0,50.0,6.1,0,3,-3,10.81,88.1,98.91,73.0,80,47.71,53,61.0,46.49,37,42,46.84,16.0,0.0,20.0,16,3,19.0,32,27,54.24,0,6,0,0,0.0,12.0,0.0,20211105000273,0,0,0,0,0,1,1,9,1,1,1,1,1
2021-02-26,National League,HCD,HCFG,Regular Season,Christian Wohlwend,Christian Dubé,,3.0,32.17,47.03,20.81,60.0,5,2,3,46.8,4,1.0,3.0,4.0,25.0,7.2,1,0.0,1.0,4.0,75.0,6.0,0,1,-1,15.15,95.35,110.5,64.0,71,47.41,47,50.0,48.45,33,43,43.42,14.0,0.0,17.0,6,1,21.0,36,24,60.0,0,4,0,1,0.0,18.0,0.0,20211105000277,1,1,1,1,0,0,0,7,1,1,1,1,0
2021-02-26,National League,HCAP,SCRJ,Regular Season,Luca Cereda,Jeff Tomlinson,,3.0,29.97,43.14,26.89,60.0,5,3,2,48.7,3,2.0,1.0,5.0,40.0,6.0,2,0.0,2.0,4.0,75.0,5.3,0,1,-1,11.11,90.91,102.02,69.0,62,52.67,44,46.0,48.89,37,33,52.86,7.0,0.0,25.0,11,2,16.0,39,30,56.52,0,4,0,0,0.0,8.0,0.0,20211105000271,1,1,1,0,0,0,1,8,1,1,1,1,1
2021-02-26,National League,SCB,EVZ,Regular Season,Mario Kogler,Dan Tangnes,,0.0,34.94,31.0,34.06,60.0,4,5,-1,51.3,3,5.0,-2.0,3.0,33.33,4.7,1,0.0,1.0,2.0,100.0,4.0,0,0,0,14.81,85.71,100.53,55.0,66,45.45,39,51.0,43.33,27,35,43.55,12.0,0.0,16.0,16,0,15.0,30,27,52.63,0,2,0,0,0.0,4.0,0.0,20211105000200,-1,0,0,0,0,1,1,9,1,1,1,1,1
2021-02-27,National League,SCRJ,LHC,Regular Season,Jeff Tomlinson,Craig MacTavish,SO,1.0,30.69,32.44,36.87,65.0,4,5,-1,50.4,3,3.0,0.0,4.0,25.0,6.3,1,0.0,1.0,4.0,75.0,8.3,0,1,-1,18.18,90.91,109.09,40.0,85,32.0,33,64.0,34.02,22,44,33.33,10.0,1.0,7.0,19,1,21.0,25,34,42.37,0,2,1,0,1.0,29.0,0.0,20211105000279,0,0,0,0,0,1,1,9,1,1,1,1,1
2021-02-28,National League,HCAP,SCLT,Regular Season,Luca Cereda,Rikard Franzén,,3.0,60.78,39.22,0.0,60.0,3,1,2,41.2,3,1.0,2.0,5.0,0.0,8.8,0,0.0,0.0,6.0,100.0,10.0,0,0,0,6.38,97.06,103.44,73.0,82,47.1,56,44.0,56.0,47,34,58.02,9.0,0.0,17.0,10,0,38.0,36,24,60.0,0,7,0,0,0.0,14.0,0.0,20211105000295,1,1,1,0,0,0,1,4,0,0,0,0,0
2021-03-02,National League,HCL,EHCB,Regular Season,Serge Pelletier,Lars Leuenberger,,0.0,2.81,17.11,80.08,60.0,2,6,-4,50.2,1,6.0,-5.0,2.0,50.0,3.8,1,0.0,1.0,3.0,100.0,6.0,0,0,0,6.9,82.76,89.66,58.0,60,49.15,41,48.0,46.07,29,30,49.15,11.0,1.0,17.0,18,0,12.0,42,29,59.15,0,4,0,1,0.0,18.0,0.0,20211105000063,-1,0,0,0,1,1,1,8,1,1,1,1,1
2021-03-02,National League,LHC,HCFG,Regular Season,Craig MacTavish,Christian Dubé,SO,1.0,2.49,37.77,59.74,65.0,4,5,-1,58.3,3,3.0,0.0,3.0,33.33,4.2,1,0.0,1.0,2.0,50.0,2.5,0,1,-1,9.52,91.84,101.36,76.0,74,50.67,55,55.0,50.0,42,49,46.15,12.0,1.0,21.0,6,0,19.0,34,30,53.12,0,3,1,0,1.0,31.0,0.0,20211105000245,0,0,0,0,0,1,1,9,1,1,1,1,1
2021-03-02,National League,EVZ,HCAP,Regular Season,Dan Tangnes,Luca Cereda,,3.0,18.0,72.33,9.67,60.0,5,4,1,46.8,4,2.0,2.0,6.0,16.67,9.0,1,0.0,1.0,5.0,60.0,4.2,0,2,-2,16.13,88.24,104.36,56.0,68,45.16,40,51.0,43.96,31,34,47.69,8.0,1.0,16.0,16,1,17.0,30,33,47.62,0,5,0,0,0.0,10.0,0.0,20211105000302,1,1,0,0,0,1,1,9,1,1,1,1,1
2021-03-02,National League,SCB,GSHC,Regular Season,Mario Kogler,Patrick Emond,SO,2.0,0.0,41.03,58.97,65.0,4,3,1,56.7,1,2.0,-1.0,4.0,50.0,6.3,2,1.0,1.0,1.0,100.0,2.0,0,0,0,12.0,90.32,102.32,48.0,59,44.86,32,44.0,42.11,25,31,44.64,6.0,1.0,16.0,12,1,15.0,22,29,43.14,0,2,0,0,0.0,4.0,0.0,20211105000229,0,1,0,0,0,1,1,7,1,1,1,1,0
2021-03-04,National League,HCAP,EHCB,Regular Season,Luca Cereda,Lars Leuenberger,OT,1.0,0.0,67.99,32.01,61.0,3,4,-1,39.3,1,2.0,-1.0,3.0,33.33,4.4,1,0.0,1.0,11.0,81.82,17.3,1,2,-1,12.0,91.11,103.11,41.0,73,35.96,26,62.0,29.55,25,45,35.71,1.0,0.0,15.0,16,1,11.0,38,33,53.52,0,11,0,1,0.0,32.0,0.0,20211105000235,0,0,0,0,0,1,1,7,1,1,1,1,0
2021-03-04,National League,LHC,ZSC,Regular Season,Craig MacTavish,Rikard Grönborg,,3.0,75.47,22.17,2.36,60.0,5,1,4,37.6,2,0.0,2.0,8.0,25.0,13.3,2,0.0,2.0,5.0,80.0,9.1,1,1,0,9.09,95.0,104.09,78.0,48,61.9,61,32.0,65.59,45,20,69.23,12.0,4.0,17.0,12,0,16.0,36,29,55.38,0,7,0,1,0.0,24.0,0.0,20211105000100,1,1,1,1,0,0,0,6,0,1,1,0,0
2021-03-04,National League,HCD,SCB,Regular Season,Christian Wohlwend,Mario Kogler,,0.0,0.0,29.75,70.25,60.0,2,5,-3,38.2,0,4.0,-4.0,8.0,12.5,11.8,1,1.0,0.0,5.0,100.0,10.0,1,0,1,6.06,86.67,92.73,65.0,50,56.52,47,38.0,55.29,33,31,51.56,9.0,5.0,18.0,6,1,12.0,42,24,63.64,0,5,0,1,0.0,20.0,0.0,20211105000193,-1,0,0,0,1,1,1,7,1,1,1,1,0
2021-03-05,National League,GSHC,HCFG,Regular Season,Patrick Emond,Christian Dubé,,3.0,77.42,22.58,0.0,60.0,3,0,3,44.0,3,0.0,3.0,2.0,0.0,4.0,0,0.0,0.0,6.0,100.0,12.0,0,0,0,15.0,100.0,115.0,34.0,74,31.48,25,52.0,32.47,20,42,32.26,5.0,0.0,9.0,10,0,22.0,24,23,51.06,0,6,0,0,0.0,12.0,0.0,20211105000223,1,1,1,1,0,0,0,3,0,0,0,0,0
2021-03-05,National League,HCL,SCB,Regular Season,Serge Pelletier,Mario Kogler,,3.0,93.64,6.36,0.0,60.0,4,1,3,50.6,4,0.0,4.0,3.0,0.0,4.0,0,0.0,0.0,5.0,80.0,5.4,0,1,-1,16.67,96.0,112.67,53.0,59,47.32,34,43.0,44.16,24,25,48.98,10.0,0.0,19.0,17,1,16.0,29,28,50.88,0,5,0,0,0.0,10.0,0.0,20211105000141,1,1,1,1,0,0,0,5,0,1,0,0,0
2021-03-07,National League,HCAP,HCL,Regular Season,Luca Cereda,Serge Pelletier,,0.0,0.0,10.92,89.08,60.0,1,3,-2,43.9,1,1.0,0.0,5.0,0.0,10.0,0,1.0,-1.0,4.0,75.0,6.1,0,1,-1,2.08,89.29,91.37,77.0,57,57.46,57,38.0,60.0,48,28,63.16,9.0,0.0,20.0,9,1,19.0,38,40,48.72,0,5,0,0,0.0,10.0,0.0,20211105000241,-1,0,0,0,1,1,1,4,0,0,0,0,0
2021-03-07,National League,GSHC,LHC,Regular Season,Patrick Emond,Craig MacTavish,,3.0,91.03,8.97,0.0,60.0,5,1,4,44.1,3,0.0,3.0,5.0,40.0,8.0,2,0.0,2.0,5.0,80.0,7.9,0,1,-1,12.82,96.3,109.12,66.0,57,53.66,48,41.0,53.93,39,27,59.09,9.0,0.0,18.0,12,2,16.0,23,26,46.94,0,5,0,0,0.0,10.0,0.0,20211105000093,1,1,1,1,0,0,0,6,0,1,1,0,0
2021-03-09,National League,SCB,EVZ,Regular Season,Mario Kogler,Dan Tangnes,,0.0,37.64,36.31,26.06,60.0,1,2,-1,49.0,0,1.0,-1.0,4.0,25.0,7.8,1,0.0,1.0,2.0,50.0,3.2,0,1,-1,3.57,94.29,97.86,61.0,68,47.29,49,45.0,52.13,28,35,44.44,18.0,3.0,12.0,10,0,23.0,29,31,48.33,0,3,0,0,0.0,6.0,0.0,20211105000128,-1,0,0,0,0,1,1,3,0,0,0,0,0
2021-03-09,National League,LHC,EHCB,Regular Season,Craig MacTavish,Lars Leuenberger,,0.0,35.19,8.53,56.28,60.0,2,3,-1,42.4,1,2.0,-1.0,6.0,0.0,10.1,0,0.0,0.0,5.0,80.0,7.5,1,1,0,7.14,88.0,95.14,61.0,61,50.0,38,45.0,45.78,28,25,52.83,10.0,0.0,23.0,20,0,16.0,30,29,50.85,0,5,0,0,0.0,10.0,0.0,20211105000118,-1,0,0,0,0,1,1,5,1,1,0,0,0
2021-03-09,National League,SCRJ,ZSC,Regular Season,Jeff Tomlinson,Rikard Grönborg,,3.0,96.61,3.39,0.0,60.0,5,4,1,46.0,3,4.0,-1.0,5.0,40.0,8.0,2,0.0,2.0,3.0,100.0,6.0,0,0,0,15.62,86.67,102.29,53.0,71,42.74,38,41.0,48.1,32,30,51.61,5.0,1.0,15.0,11,0,30.0,22,24,47.83,0,3,0,0,0.0,6.0,0.0,20211105000312,1,1,0,0,0,1,1,9,1,1,1,1,1
2021-03-09,National League,GSHC,HCAP,Regular Season,Patrick Emond,Luca Cereda,,3.0,93.06,6.94,0.0,60.0,5,0,5,42.7,2,0.0,2.0,7.0,28.57,8.7,2,0.0,2.0,5.0,100.0,8.6,1,0,1,15.15,100.0,115.15,53.0,50,51.46,38,35.0,52.05,33,28,54.1,3.0,2.0,15.0,7,0,15.0,24,31,43.64,0,5,0,0,0.0,10.0,0.0,20211105000278,1,1,1,1,0,0,0,5,0,1,0,0,0
2021-03-12,National League,HCFG,GSHC,Regular Season,Christian Dubé,Patrick Emond,,0.0,0.0,35.25,64.75,60.0,1,2,-1,48.0,1,2.0,-1.0,3.0,0.0,6.0,0,0.0,0.0,3.0,100.0,6.0,0,0,0,2.38,93.94,96.32,67.0,58,53.6,50,44.0,53.19,42,33,56.0,8.0,0.0,17.0,11,0,14.0,22,34,39.29,0,4,0,0,0.0,8.0,0.0,20211105000287,-1,0,0,0,0,1,1,3,0,0,0,0,0
2021-03-12,National League,SCB,SCLT,Regular Season,Mario Kogler,Rikard Franzén,,3.0,72.44,24.75,2.81,60.0,4,3,1,47.0,3,2.0,1.0,5.0,20.0,8.5,1,0.0,1.0,3.0,66.67,4.6,0,1,-1,12.5,90.32,102.82,64.0,67,48.85,47,50.0,48.45,32,31,50.79,14.0,1.0,17.0,18,1,17.0,32,31,50.79,0,3,0,0,0.0,6.0,0.0,20211105000284,1,1,0,0,0,1,1,7,1,1,1,1,0
2021-03-12,National League,HCD,SCRJ,Regular Season,Christian Wohlwend,Jeff Tomlinson,SO,2.0,2.69,95.54,1.77,65.0,3,2,1,57.0,2,2.0,0.0,1.0,0.0,2.0,0,0.0,0.0,3.0,100.0,6.0,0,0,0,7.69,93.75,101.44,72.0,47,60.5,42,39.0,51.85,26,32,44.83,14.0,2.0,30.0,7,0,8.0,27,30,47.37,0,4,0,0,0.0,8.0,0.0,20211105000286,0,1,0,0,0,1,1,5,1,1,0,0,0
2021-03-12,National League,HCAP,HCL,Regular Season,Luca Cereda,Serge Pelletier,,0.0,3.75,60.89,35.36,60.0,1,3,-2,38.5,1,2.0,-1.0,5.0,0.0,10.0,0,0.0,0.0,7.0,85.71,11.5,0,1,-1,3.12,91.3,94.43,55.0,65,45.83,44,44.0,50.0,32,24,57.14,12.0,0.0,11.0,18,2,21.0,31,39,44.29,0,6,0,0,0.0,12.0,0.0,20211105000283,-1,0,0,0,1,1,1,4,0,0,0,0,0
2021-03-13,National League,LHC,HCFG,Regular Season,Craig MacTavish,Christian Dubé,,0.0,0.0,28.89,71.11,60.0,1,2,-1,50.9,1,1.0,0.0,3.0,0.0,4.4,0,1.0,-1.0,5.0,100.0,4.8,0,0,0,3.03,93.75,96.78,72.0,56,56.25,48,44.0,52.17,33,32,50.77,15.0,0.0,24.0,11,1,12.0,27,30,47.37,0,6,0,1,1.0,42.0,0.0,20211105000291,-1,0,0,0,0,1,1,3,0,0,0,0,0
2021-03-13,National League,SCRJ,HCAP,Regular Season,Jeff Tomlinson,Luca Cereda,,3.0,34.25,65.75,0.0,60.0,3,1,2,49.7,2,1.0,1.0,3.0,0.0,6.0,0,0.0,0.0,3.0,100.0,4.3,1,0,1,13.04,96.55,109.6,58.0,73,44.27,36,47.0,43.37,23,29,44.23,10.0,3.0,22.0,18,0,26.0,31,25,55.36,0,3,0,0,0.0,6.0,0.0,20211105000290,1,1,1,0,0,0,1,4,0,0,0,0,0
2021-03-13,National League,ZSC,SCB,Regular Season,Rikard Grönborg,Mario Kogler,,0.0,0.0,18.33,81.67,60.0,2,5,-3,45.6,1,4.0,-3.0,4.0,25.0,6.5,1,0.0,1.0,4.0,75.0,7.9,0,1,-1,4.76,79.17,83.93,73.0,33,68.87,50,27.0,64.94,42,24,63.64,8.0,0.0,23.0,3,0,6.0,27,28,49.09,0,4,0,0,0.0,8.0,0.0,20211105000294,-1,0,0,0,1,1,1,7,1,1,1,1,0
2021-03-13,National League,GSHC,EHCB,Regular Season,Patrick Emond,Lars Leuenberger,,0.0,0.0,23.22,76.78,60.0,1,4,-3,44.2,1,3.0,-2.0,5.0,0.0,9.4,0,0.0,0.0,4.0,75.0,6.4,0,1,-1,3.85,80.0,83.85,63.0,43,59.43,39,29.0,57.35,26,20,56.52,11.0,2.0,24.0,7,2,14.0,35,21,62.5,0,5,0,0,0.0,10.0,0.0,20211105000289,-1,0,0,0,1,1,1,5,0,1,0,0,0
2021-03-15,National League,EHCB,SCB,Regular Season,Lars Leuenberger,Mario Kogler,,3.0,73.06,26.94,0.0,60.0,5,3,2,50.4,4,3.0,1.0,2.0,0.0,4.0,0,0.0,0.0,3.0,100.0,5.6,1,0,1,12.9,89.29,102.19,69.0,44,61.06,48,33.0,59.26,32,28,53.33,13.0,3.0,21.0,5,0,11.0,29,28,50.88,0,3,0,0,0.0,6.0,0.0,20211105000211,1,1,1,0,0,0,1,8,1,1,1,1,1
2021-03-16,National League,LHC,HCD,Regular Season,Craig MacTavish,Christian Wohlwend,,3.0,83.03,16.97,0.0,60.0,5,3,2,45.1,5,2.0,3.0,4.0,0.0,8.0,0,0.0,0.0,5.0,80.0,6.9,0,1,-1,11.11,85.0,96.11,65.0,37,63.73,44,21.0,67.69,37,20,64.91,7.0,0.0,21.0,1,0,16.0,36,22,62.07,0,5,0,0,0.0,10.0,0.0,20211105000299,1,1,1,0,0,0,1,8,1,1,1,1,1
2021-03-16,National League,SCB,EHCB,Regular Season,Mario Kogler,Lars Leuenberger,,0.0,46.33,45.39,8.28,60.0,2,4,-2,42.0,0,2.0,-2.0,6.0,33.33,10.8,2,1.0,1.0,4.0,75.0,7.1,0,1,-1,7.69,91.89,99.58,54.0,84,39.13,40,63.0,38.83,26,38,40.62,14.0,0.0,14.0,25,0,21.0,22,27,44.9,0,8,0,1,0.0,26.0,0.0,20211105000296,-1,0,0,0,1,1,1,6,1,1,1,0,0
2021-03-18,National League,GSHC,SCB,Regular Season,Patrick Emond,Mario Kogler,,0.0,0.0,22.81,77.19,60.0,3,4,-1,50.0,3,3.0,0.0,3.0,0.0,6.0,0,1.0,-1.0,2.0,100.0,4.0,0,0,0,6.82,87.1,93.91,77.0,44,63.64,50,36.0,58.14,44,31,58.67,6.0,0.0,27.0,4,1,8.0,37,31,54.41,0,2,0,1,1.0,34.0,0.0,20211105000160,-1,0,0,0,0,1,1,7,1,1,1,1,0
2021-03-18,National League,SCLT,LHC,Regular Season,Rikard Franzén,Craig MacTavish,,0.0,0.0,23.44,76.56,60.0,1,2,-1,49.6,1,1.0,0.0,3.0,0.0,6.0,0,0.0,0.0,3.0,66.67,4.4,0,1,-1,3.7,92.0,95.7,68.0,56,54.84,47,39.0,54.65,27,25,51.92,17.0,3.0,21.0,14,0,17.0,19,35,35.19,0,3,0,0,0.0,6.0,0.0,20211105000113,-1,0,0,0,0,1,1,3,0,0,0,0,0
2021-03-19,National League,EVZ,HCAP,Regular Season,Dan Tangnes,Luca Cereda,,0.0,0.0,28.44,71.56,60.0,2,3,-1,44.0,2,3.0,-1.0,4.0,0.0,8.0,0,0.0,0.0,4.0,100.0,8.0,0,0,0,5.88,87.5,93.38,63.0,47,57.27,49,38.0,56.32,34,24,58.62,15.0,0.0,14.0,13,1,9.0,25,32,43.86,0,4,0,0,0.0,8.0,0.0,20211105000252,-1,0,0,0,0,1,1,5,1,1,0,0,0
2021-03-20,National League,EVZ,ZSC,Regular Season,Dan Tangnes,Rikard Grönborg,,0.0,0.0,72.56,27.44,60.0,1,2,-1,43.0,1,1.0,0.0,3.0,0.0,6.0,0,1.0,-1.0,6.0,100.0,11.0,0,0,0,2.78,94.29,97.06,61.0,60,50.41,44,42.0,51.16,36,35,50.7,7.0,1.0,17.0,6,1,18.0,29,27,51.79,0,4,1,1,1.0,43.0,0.0,20211105000288,-1,0,0,0,0,1,1,3,0,0,0,0,0
2021-03-20,National League,LHC,EHCB,Regular Season,Craig MacTavish,Lars Leuenberger,OT,2.0,0.0,41.47,58.53,61.4,6,5,1,50.0,4,5.0,-1.0,4.0,50.0,5.6,2,0.0,2.0,3.0,100.0,5.8,0,0,0,13.95,83.33,97.29,66.0,57,53.66,50,36.0,58.14,43,30,58.9,6.0,1.0,16.0,6,0,21.0,31,23,57.41,0,4,0,0,0.0,8.0,0.0,20211105000209,0,1,0,0,0,1,1,11,1,1,1,1,1
2021-03-20,National League,SCLT,GSHC,Regular Season,Rikard Franzén,Patrick Emond,OT,1.0,30.46,69.54,0.0,63.3,3,4,-1,52.4,2,4.0,-2.0,4.0,25.0,6.9,1,0.0,1.0,2.0,100.0,4.0,0,0,0,10.0,88.89,98.89,48.0,66,42.11,36,48.0,42.86,30,36,45.45,6.0,0.0,12.0,11,1,18.0,32,26,55.17,0,2,0,0,0.0,4.0,0.0,20211105000166,0,0,0,0,0,1,1,7,1,1,1,1,0
2021-03-20,National League,SCB,HCL,Regular Season,Mario Kogler,Serge Pelletier,,0.0,0.0,28.0,72.0,60.0,1,4,-3,52.2,0,4.0,-4.0,3.0,33.33,3.1,1,0.0,1.0,3.0,100.0,4.7,0,0,0,3.23,87.5,90.73,60.0,70,46.15,38,52.0,42.22,31,32,49.21,7.0,0.0,22.0,18,2,18.0,23,29,44.23,0,3,0,0,0.0,6.0,0.0,20211105000068,-1,0,0,0,1,1,1,5,0,1,0,0,0
2021-03-21,National League,SCB,HCL,Regular Season,Mario Kogler,Serge Pelletier,OT,1.0,2.77,58.52,38.71,62.1,3,4,-1,55.9,1,3.0,-2.0,2.0,100.0,1.8,2,0.0,2.0,3.0,66.67,4.5,0,1,-1,7.32,90.48,97.79,59.0,70,45.74,44,47.0,48.35,41,42,49.4,2.0,1.0,15.0,4,1,23.0,21,30,41.18,0,3,0,0,0.0,6.0,0.0,20211105000218,0,0,0,0,0,1,1,7,1,1,1,1,0
2021-03-23,National League,HCFG,EVZ,Regular Season,Christian Dubé,Dan Tangnes,,0.0,8.33,16.31,75.36,60.0,5,7,-2,50.5,4,7.0,-3.0,2.0,50.0,3.5,1,0.0,1.0,3.0,100.0,6.0,0,0,0,11.63,83.78,95.41,72.0,63,53.33,56,49.0,53.33,43,38,53.09,12.0,1.0,16.0,10,1,14.0,22,38,36.67,0,3,0,0,0.0,6.0,0.0,20211105000274,-1,0,0,0,1,1,1,12,1,1,1,1,1
2021-03-23,National League,GSHC,LHC,Regular Season,Patrick Emond,Craig MacTavish,,0.0,44.36,22.03,33.61,60.0,2,3,-1,50.2,2,2.0,0.0,4.0,0.0,7.2,0,0.0,0.0,2.0,50.0,2.7,0,1,-1,6.67,89.66,96.32,50.0,52,49.02,40,43.0,48.19,30,29,50.85,9.0,1.0,10.0,12,2,9.0,33,29,53.23,0,3,0,0,0.0,6.0,0.0,20211105000147,-1,0,0,0,0,1,1,5,1,1,0,0,0
2021-03-23,National League,SCB,SCLT,Regular Season,Mario Kogler,Rikard Franzén,,3.0,93.72,6.28,0.0,60.0,4,1,3,51.2,3,1.0,2.0,3.0,33.33,4.8,1,0.0,1.0,2.0,100.0,4.0,0,0,0,10.71,96.88,107.59,48.0,67,41.74,34,49.0,40.96,29,32,47.54,5.0,0.0,14.0,14,3,18.0,23,37,38.33,1,2,0,0,0.0,4.0,0.0,20211105000206,1,1,1,1,0,0,0,5,0,1,0,0,0
2021-03-24,National League,SCLT,LHC,Regular Season,Rikard Franzén,Craig MacTavish,,0.0,0.0,65.89,34.11,60.0,0,2,-2,42.0,0,2.0,-2.0,4.0,0.0,8.0,0,0.0,0.0,5.0,100.0,10.0,0,0,0,0.0,97.44,97.44,52.0,65,44.44,32,50.0,39.02,28,40,41.18,3.0,1.0,20.0,10,0,15.0,27,29,48.21,0,7,0,0,0.0,14.0,0.0,20211105000196,-1,0,0,0,1,1,1,2,0,0,0,0,0
2021-03-24,National League,ZSC,HCL,Regular Season,Rikard Grönborg,Serge Pelletier,,0.0,0.0,30.92,69.08,60.0,2,3,-1,46.9,1,2.0,-1.0,3.0,33.33,6.0,1,0.0,1.0,4.0,75.0,7.1,0,1,-1,6.45,88.89,95.34,71.0,45,61.21,42,32.0,56.76,31,27,53.45,11.0,0.0,29.0,5,0,13.0,32,36,47.06,0,4,0,0,0.0,8.0,0.0,20211105000281,-1,0,0,0,0,1,1,5,1,1,0,0,0
2021-03-24,National League,EVZ,GSHC,Regular Season,Dan Tangnes,Patrick Emond,,3.0,37.83,40.31,21.86,60.0,2,1,1,45.6,0,1.0,-1.0,4.0,50.0,4.2,2,0.0,2.0,6.0,100.0,10.2,0,0,0,13.33,97.37,110.7,29.0,68,29.9,23,49.0,31.94,15,38,28.3,8.0,0.0,6.0,11,0,19.0,37,22,62.71,0,7,0,0,0.0,14.0,0.0,20211105000042,1,1,0,0,0,1,1,3,0,0,0,0,0
2021-03-26,National League,SCLT,EVZ,Regular Season,Rikard Franzén,Dan Tangnes,,0.0,8.75,14.0,77.25,60.0,4,5,-1,48.0,3,5.0,-2.0,4.0,25.0,5.2,1,0.0,1.0,5.0,100.0,6.8,0,0,0,14.29,83.33,97.62,45.0,47,48.91,34,36.0,48.57,28,30,48.28,5.0,1.0,11.0,5,1,11.0,24,29,45.28,0,5,0,0,1.0,30.0,0.0,20211105000293,-1,0,0,0,0,1,1,9,1,1,1,1,1
2021-03-26,National League,HCL,HCAP,Regular Season,Serge Pelletier,Luca Cereda,,3.0,38.81,29.31,31.89,60.0,6,4,2,43.7,5,3.0,2.0,4.0,25.0,6.4,1,0.0,1.0,5.0,80.0,9.9,0,1,-1,10.53,89.74,100.27,76.0,69,52.41,48,43.0,52.75,40,39,50.63,7.0,1.0,28.0,4,0,26.0,30,31,49.18,0,5,0,2,0.0,30.0,0.0,20211105000005,1,1,1,0,0,0,1,10,1,1,1,1,1
2021-03-26,National League,HCFG,LHC,Regular Season,Christian Dubé,Craig MacTavish,SO,2.0,46.54,53.46,0.0,65.0,2,1,1,56.3,0,1.0,-1.0,4.0,25.0,4.1,1,0.0,1.0,3.0,100.0,4.7,0,0,0,4.17,96.88,101.04,55.0,82,40.15,32,52.0,38.1,24,32,42.86,7.0,1.0,23.0,17,3,30.0,21,31,40.38,0,4,0,0,0.0,8.0,0.0,20211105000003,0,1,0,0,0,1,1,3,0,0,0,0,0
2021-03-26,National League,SCB,ZSC,Regular Season,Mario Kogler,Rikard Grönborg,SO,1.0,1.23,69.95,28.82,65.0,2,3,-1,59.5,1,2.0,-1.0,2.0,50.0,3.5,1,0.0,1.0,1.0,100.0,2.0,0,0,0,8.33,93.55,101.88,55.0,59,48.25,38,40.0,48.72,24,31,43.64,13.0,1.0,17.0,9,0,19.0,24,29,45.28,0,2,0,0,0.0,4.0,0.0,20211105000001,0,0,0,0,0,1,1,5,1,1,0,0,0
2021-03-26,National League,SCRJ,HCD,Regular Season,Jeff Tomlinson,Christian Wohlwend,,0.0,0.0,18.17,81.83,60.0,2,4,-2,50.3,2,4.0,-2.0,4.0,0.0,3.5,0,0.0,0.0,6.0,100.0,6.2,0,0,0,7.69,82.61,90.3,53.0,54,49.53,40,41.0,49.38,26,23,53.06,14.0,0.0,13.0,17,1,13.0,39,23,62.9,0,6,0,0,0.0,12.0,0.0,20211105000004,-1,0,0,0,1,1,1,6,1,1,1,0,0
