"Date","League","Team","Opp.","Venue","Phase","Coach","Opp. coach","OT/SO","PTS","Leading%","Tied%","Trailing%","TOI","GF","GA","G±","EQ TOI","EQ GF","EQ GA","EQ G±","PP OP","PP%","PP TOI","PP GF","PP GA","PP G±","SH SI","PK%","SH TOI","SH GF","SH GA","SH G±","SH%","SV%","PDO","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","SMF","SPF","SBF","SMA","SPA","SBA","FOW","FOL","FO%","# 0'","# 2'","# 5'","# 10'","# 20'","PIM","Spectators"
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000127' target='_blank'>2021-10-30</a>,National League,EVZ,HCFG,away,Regular Season,Dan Tangnes,Christian Dubé,OT,2,0,38.04,61.96,61,5,4,1,57.9,4,3,1,2,50,2.3,1,0,1,1,0,0.8,0,1,-1,17.24,86.21,103.45,58,51,53.21,41,40,50.62,29,29,50,12,0,17,9,2,11,26,22,54.17,0,2,0,0,0,4,8803
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000124' target='_blank'>2021-10-29</a>,National League,EVZ,HCAP,home,Regular Season,Dan Tangnes,Luca Cereda,,3,48.11,51.89,0,60,2,0,2,46,2,0,2,6,0,12,0,0,0,1,100,2,0,0,0,5.13,100,105.13,59,59,50,50,39,56.18,39,33,54.17,11,0,9,5,1,20,28,20,58.33,0,1,0,0,0,2,6903
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000116' target='_blank'>2021-10-26</a>,National League,EVZ,LHC,away,Regular Season,Dan Tangnes,John Fust,OT,2,14.95,28.83,56.22,61.8,4,3,1,52.1,4,2,2,2,0,4,0,0,0,3,66.67,5.7,0,1,-1,15.38,91.67,107.05,40,63,38.83,28,47,37.33,26,36,41.94,2,0,12,11,0,16,25,33,43.1,0,3,0,0,0,6,5129
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000258' target='_blank'>2021-10-23</a>,National League,EVZ,HCL,away,Regular Season,Dan Tangnes,Chris McSorley,,3,42.94,16.36,40.69,60,6,2,4,50.2,4,1,3,7,28.57,7.2,2,1,1,2,100,2.6,0,0,0,16.67,92,108.67,60,52,53.57,48,37,56.47,36,25,59.02,12,0,12,11,1,15,37,25,59.68,0,3,0,0,0,6,5213
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000106' target='_blank'>2021-10-22</a>,National League,EVZ,SCB,home,Regular Season,Dan Tangnes,Johan Lundskog,,3,41.06,12.5,46.44,60,5,2,3,45.5,5,2,3,5,0,8.5,0,0,0,3,100,6,0,0,0,12.2,92,104.2,77,59,56.62,47,35,57.32,41,25,62.12,6,0,30,9,1,24,30,27,52.63,0,4,0,0,0,8,7009
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000284' target='_blank'>2021-10-09</a>,National League,EVZ,SCRJ,home,Regular Season,Dan Tangnes,Stefan Hedlund,SO,2,0,60.15,39.85,65,3,2,1,49.5,1,2,-1,5,20,10.4,1,0,1,1,100,5,0,0,0,4.76,94.74,99.5,70,50,58.33,51,45,53.12,42,38,52.5,9,0,19,6,1,5,30,33,47.62,0,0,1,0,1,25,6657
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000068' target='_blank'>2021-10-02</a>,National League,EVZ,EHCB,away,Regular Season,Dan Tangnes,Antti Törmänen,,0,5.42,58.81,35.78,60,2,4,-2,49.1,1,3,-2,5,20,5.7,1,0,1,4,75,5.2,0,1,-1,7.41,87.88,95.29,52,57,47.71,34,43,44.16,27,33,45,6,1,18,9,1,14,32,29,52.46,0,5,0,0,0,10,4921
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000066' target='_blank'>2021-10-01</a>,National League,EVZ,GSHC,home,Regular Season,Dan Tangnes,Patrick Emond,OT,2,65.27,30.07,4.66,62.2,5,4,1,53.3,4,3,1,2,50,2.5,1,0,1,4,75,6.4,0,1,-1,18.52,88.57,107.09,48,64,42.86,35,50,41.18,27,35,43.55,6,2,13,15,0,14,35,33,51.47,0,4,0,0,0,8,6524
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000059' target='_blank'>2021-09-28</a>,National League,EVZ,SCLT,away,Regular Season,Dan Tangnes,Jason O'Leary,,3,36.81,35,28.19,60,2,1,1,56,2,1,1,1,0,2,0,0,0,1,100,2,0,0,0,7.69,96,103.69,54,54,50,38,37,50.67,26,25,50.98,12,0,16,12,0,17,24,30,44.44,1,1,0,0,0,2,4240
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000053' target='_blank'>2021-09-25</a>,National League,EVZ,SCRJ,away,Regular Season,Dan Tangnes,Stefan Hedlund,,0,5.36,52.44,42.19,60,1,3,-2,49.1,1,2,-1,4,0,4.8,0,0,0,4,75,6.1,0,1,-1,3.45,88.24,91.68,55,35,61.11,39,26,60,29,18,61.7,9,1,16,8,0,9,28,23,54.9,0,6,0,0,0,12,3613
