"Date","League","Team","Opp.","Venue","Phase","Coach","Opp. coach","OT/SO","PTS","Leading%","Tied%","Trailing%","TOI","GF","GA","G±","EQ TOI","EQ GF","EQ GA","EQ G±","PP OP","PP%","PP TOI","PP GF","PP GA","PP G±","SH SI","PK%","SH TOI","SH GF","SH GA","SH G±","SH%","SV%","PDO","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","SMF","SPF","SBF","SMA","SPA","SBA","FOW","FOL","FO%","# 0'","# 2'","# 5'","# 10'","# 20'","PIM","Spectators"
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000219' target='_blank'>2022-12-20</a>,National League,HCD,EHCB,away,Regular Season,Christian Wohlwend,Antti Törmänen,,0,75.64,17.61,6.75,60,2,3,-1,47.9,2,2,0,3,0,4.6,0,0,0,4,75,7.6,0,1,-1,5.26,89.29,94.55,58,49,54.21,50,41,54.95,38,28,57.58,9,3,8,12,1,8,38,24,61.29,0,5,0,0,0,10,5960
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000199' target='_blank'>2022-12-11</a>,National League,HCD,HCFG,home,Regular Season,Christian Wohlwend,Christian Dubé,SO,2,0,39.79,60.21,65,3,2,1,47,1,1,0,4,25,6.4,1,0,1,6,83.33,11.5,0,1,-1,7.41,94.59,102,48,61,44.04,38,48,44.19,27,37,42.19,10,1,10,11,0,13,34,27,55.74,0,7,0,0,0,14,3342
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000210' target='_blank'>2022-12-10</a>,National League,HCD,EVZ,away,Regular Season,Christian Wohlwend,Dan Tangnes,OT,2,90.43,9.57,0,63.2,4,3,1,49,3,3,0,5,20,8.2,1,0,1,3,100,6,0,0,0,10.81,86.96,97.77,52,54,49.06,44,34,56.41,37,23,61.67,7,0,8,11,0,20,26,26,50,0,3,0,0,0,6,7200
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000184' target='_blank'>2022-12-04</a>,National League,HCD,ZSC,home,Regular Season,Christian Wohlwend,Rikard Grönborg,,0,15.42,35.69,48.89,60,1,4,-3,48.2,1,3,-2,3,0,5.8,0,1,-1,3,100,6,0,0,0,3.45,91.89,95.34,47,67,41.23,34,52,39.53,29,38,43.28,5,0,13,13,1,15,20,31,39.22,0,3,0,0,0,6,6547
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000193' target='_blank'>2022-12-03</a>,National League,HCD,EHCK,away,Regular Season,Christian Wohlwend,Tomlinson Jeff,,3,97,3,0,60,5,1,4,48.5,4,1,3,3,33.33,4.1,1,0,1,4,100,7.4,0,0,0,14.71,97.14,111.85,62,52,54.39,48,39,55.17,34,35,49.28,12,2,14,4,0,13,27,25,51.92,0,4,0,0,0,8,7268
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000178' target='_blank'>2022-11-29</a>,National League,HCD,EHCB,home,Regular Season,Christian Wohlwend,Antti Törmänen,,3,54.14,45.86,0,60,3,0,3,54,3,0,3,1,0,2,0,0,0,2,100,4,0,0,0,9.68,100,109.68,56,49,53.33,44,34,56.41,31,21,59.62,13,0,12,13,0,15,29,26,52.73,0,2,0,0,0,4,3530
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000164' target='_blank'>2022-11-27</a>,National League,HCD,SCRJ,home,Regular Season,Christian Wohlwend,Stefan Hedlund,,3,34.5,38.67,26.83,60,2,1,1,42.7,0,1,-1,8,12.5,11.3,1,0,1,3,100,6,1,0,1,7.69,96,103.69,64,46,58.18,41,33,55.41,26,25,50.98,13,2,23,8,0,13,28,27,50.91,0,4,0,0,0,8,6547
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000169' target='_blank'>2022-11-26</a>,National League,HCD,SCB,away,Regular Season,Christian Wohlwend,Toni Söderholm,SO,2,0,54.05,45.95,65,3,2,1,51.9,1,2,-1,4,25,4.9,1,0,1,5,100,8.2,0,0,0,6.06,93.33,99.39,69,52,57.02,46,41,52.87,33,30,52.38,12,1,23,9,2,11,36,18,66.67,0,6,0,0,0,12,15418
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000034' target='_blank'>2022-11-19</a>,National League,HCD,ZSC,away,Regular Season,Christian Wohlwend,Rikard Grönborg,SO,1,0,23.13,76.87,65,3,4,-1,61,3,3,0,0,,0,0,0,0,2,100,4,0,0,0,8.33,89.66,97.99,68,58,53.97,51,43,54.26,36,29,55.38,15,0,17,14,0,15,30,44,40.54,0,2,0,0,0,4,12000
<a href='https://www.sihf.ch/de/game-center/game/#/20231105000151' target='_blank'>2022-11-18</a>,National League,HCD,HCFG,away,Regular Season,Christian Wohlwend,Christian Dubé,,0,0,42.89,57.11,60,1,4,-3,52.3,1,4,-3,1,0,2,0,0,0,3,100,5.7,0,0,0,3.85,89.19,93.04,50,69,42.02,34,52,39.53,26,37,41.27,7,1,16,12,3,17,15,33,31.25,1,3,0,0,0,6,9009
