Date,League,Team,Opp.,Venue,Phase,Coach,Opp. coach,OT/SO,PTS,Leading%,Tied%,Trailing%,TOI,GF,GA,G±,EQ TOI,EQ GF,EQ GA,EQ G±,PP OP,PP%,PP TOI,PP GF,PP GA,PP G±,SH SI,PK%,SH TOI,SH GF,SH GA,SH G±,SH%,SV%,PDO,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,SMF,SPF,SBF,SMA,SPA,SBA,FOW,FOL,FO%,# 0',# 2',# 5',# 10',# 20',PIM,Spectators,MatchID,Outcome,Moneyline,H1-1.5,H1-2.5,H2+1.5,H2+2.5,TG,Both2Goals,OU4.5,OU5.5,OU6.5,OU7.5,Team name,Season,GP,PTS_home,PTS/GP,TOI_home,Leading%_home,Tied%_home,Trailing%_home,GF_home,GA_home,G±_home,GF_,GA_,G_±,GF_/60,GA_/60,EQ TOI_home,EQ GF_home,EQ GA_home,EQ G±_home,EQ GF/60,EQ GA/60,PP TOI_home,PP OP_home,PP%_home,PP GF_home,PP GA_home,PP G±_home,PP GF/60,SH TOI_home,SH SI_home,PK%_home,SH GF_home,SH GA_home,SH G±_home,SH GA/60,GF EN,GA EN,GF SO,GA SO,SH%_home,SV%_home,PDO_home,CF_home,CF/60,CA_home,CA/60,CF%_home,FF_home,FF/60,FA_home,FA/60,FF%_home,SF_home,SF/60,SA_home,SA/60,SF%_home,Pace/60,SMF_home,SPF_home,SBF_home,SMA_home,SPA_home,SBA_home,FOW_home,FOL_home,FO%_home,# 0'_home,# 2'_home,# 5'_home,# 10'_home,# 20'_home,PIM_home,Spect. / GP,Spect. / GP - Home,Spect. / GP - Away,Team name_away,Team_away,Season_away,GP_away,PTS_away,PTS/GP_away,TOI_away,Leading%_away,Tied%_away,Trailing%_away,GF_away,GA_away,G±_away,GF__away,GA__away,G_±_away,GF_/60_away,GA_/60_away,EQ TOI_away,EQ GF_away,EQ GA_away,EQ G±_away,EQ GF/60_away,EQ GA/60_away,PP TOI_away,PP OP_away,PP%_away,PP GF_away,PP GA_away,PP G±_away,PP GF/60_away,SH TOI_away,SH SI_away,PK%_away,SH GF_away,SH GA_away,SH G±_away,SH GA/60_away,GF EN_away,GA EN_away,GF SO_away,GA SO_away,SH%_away,SV%_away,PDO_away,CF_away,CF/60_away,CA_away,CA/60_away,CF%_away,FF_away,FF/60_away,FA_away,FA/60_away,FF%_away,SF_away,SF/60_away,SA_away,SA/60_away,SF%_away,Pace/60_away,SMF_away,SPF_away,SBF_away,SMA_away,SPA_away,SBA_away,FOW_away,FOL_away,FO%_away,# 0'_away,# 2'_away,# 5'_away,# 10'_away,# 20'_away,PIM_away,Spect. / GP_away,Spect. / GP - Home_away,Spect. / GP - Away_away,attack_strength_home,defence_strength_home,attack_strength_away,defence_strength_away,attack_strength_diff,defence_strength_diff,exp_goals_home,exp_goals_away,shots_for_diff,shots_against_diff,pp_percentage_diff,pk_percentage_diff,goals_for_diff,goals_against_diff,pts_diff,leading_diff,trailing_diff,corsi_for_diff,corsi_against_diff,eq_goals_diff,win_r5_home,draw_r5_home,lose_r5_home,scored_avg_r5_home,conceded_avg_r5_home,win_r5_away,draw_r5_away,lose_r5_away,scored_avg_r5_away,conceded_avg_r5_away,h2h_win_ratio_home,h2h_draw_ratio_home,h2h_lose_ratio_home,h2h_scored_avg_home,h2h_conceded_avg_home
2022-09-23,National League,HCFG,EVZ,1,1,Christian Dubé,Dan Tangnes,,0,0.0,27.0,73.0,60.0,2,5,-3,56.0,2,5,-3,1,0.0,2.0,0,0,0,1,100.0,2.0,0,0,0,6.25,76.47,82.72,45,31,59.21,37,19,66.07,32,18,64.0,4,1,8,1,0,12,23,36,38.98,0,1,0,0,0,2,9009.0,20231105000025,-1,0,0,0,1,1,7,1,1,1,1,0,HC Fribourg-Gottéron,2022/2023,52,81,1.56,3161.8,38.38,31.6,30.02,155,136,19,145,122,23,2.75,2.32,2642.5,102,95,7,2.32,2.16,296.4,190,26.84,51,3,48,10.33,222.9,133,75.19,1,33,-32,8.88,9,9,1,5,8.78,90.7,99.48,3052,57.92,2702,51.27,53.04,2256,42.81,1874,35.56,54.62,1661,31.52,1321,25.07,55.7,109.19,549,46,796,523,30,828,1429,1380,50.87,1,149,3,0,2,353,8021,8922,7119,EV Zug,EVZ,2022/2023,52,82,1.58,3159.5,28.76,33.7,37.53,165,154,11,153,143,10,2.91,2.72,2658.6,111,109,2,2.51,2.46,279.4,183,26.23,48,4,44,10.31,221.5,143,72.73,2,39,-37,10.56,8,9,4,2,9.16,89.43,98.59,3283,62.35,2569,48.79,56.1,2333,44.3,1857,35.27,55.68,1678,31.87,1362,25.86,55.2,111.13,598,57,950,462,33,712,1466,1367,51.75,0,158,2,0,2,366,6984,6975,6992,1.0178236397748595,0.8930581613508444,1.0834896810506567,1.0112570356472796,-0.06566604127579723,-0.11819887429643527,3.0143238562563144,2.8337422427478716,-0.3500000000000014,-0.7899999999999991,0.6099999999999994,2.4599999999999937,-0.16000000000000014,-0.40000000000000036,-0.020000000000000018,9.620000000000001,-7.510000000000002,-4.43,2.480000000000004,5.0,0.4,0.4,0.2,1.8,1.6,0.8,0.2,0.0,3.2,1.2,0.2,0.4,0.4,0.6,0.8
2022-09-23,National League,SCLT,EHCB,1,1,Thierry Paterlini,Antti Törmänen,,0,0.0,34.67,65.33,60.0,1,6,-5,60.0,1,6,-5,0,,0.0,0,0,0,0,,0.0,0,0,0,5.56,80.65,86.2,46,47,49.46,28,40,41.18,18,31,36.73,10,0,18,8,1,7,33,15,68.75,0,0,0,0,0,0,4613.0,20231105000028,-1,0,0,0,1,1,7,0,1,1,1,0,SCL Tigers,2022/2023,52,60,1.15,3152.3,29.43,33.0,37.57,124,167,-43,119,155,-36,2.27,2.95,2578.1,95,115,-20,2.21,2.68,270.6,161,14.91,24,7,17,5.32,303.6,180,76.67,5,42,-37,8.3,5,9,0,3,9.19,91.54,100.73,2533,48.21,3363,64.01,42.96,1767,33.63,2540,48.35,41.03,1300,24.74,1842,35.06,41.37,112.22,445,22,766,661,37,823,1428,1476,49.17,2,199,6,0,5,528,5939,4991,6888,EHC Biel-Bienne,EHCB,2022/2023,52,101,1.94,3146.6,42.15,30.19,27.66,174,132,42,167,127,40,3.18,2.42,2636.2,136,100,36,3.1,2.28,251.6,158,22.15,35,1,34,8.35,258.9,172,82.56,1,30,-29,6.95,5,4,2,1,11.67,91.62,103.29,2720,51.87,2856,54.46,48.78,2004,38.21,2139,40.79,48.37,1436,27.38,1520,28.98,48.58,106.32,540,28,716,577,42,717,1368,1380,49.78,1,192,5,0,5,509,6462,5843,7081,0.8142589118198875,1.0966228893058163,1.1425891181988743,0.8667917448405253,-0.3283302063789868,0.22983114446529096,2.0669649300043296,3.669468898831001,-2.6400000000000006,6.080000000000002,-7.239999999999998,-5.890000000000001,-0.9100000000000001,0.5300000000000002,-0.79,-12.719999999999999,9.91,-3.6599999999999966,9.550000000000004,-56.0,0.0,0.0,1.0,1.6,6.2,0.4,0.2,0.4,2.0,1.6,0.2,0.0,0.8,0.6,1.4
2022-09-23,National League,SCB,SCRJ,1,1,Johan Lundskog,Stefan Hedlund,,3,6.25,33.17,60.58,60.0,3,2,1,52.1,3,2,1,3,0.0,5.0,0,0,0,2,100.0,3.0,0,0,0,8.11,91.3,99.41,61,46,57.01,50,29,63.29,37,23,61.67,12,1,11,6,0,17,26,24,52.0,0,3,0,0,0,6,13885.0,20231105000023,1,1,0,0,1,1,5,1,1,0,0,0,SC Bern,2022/2023,52,74,1.42,3172.3,32.06,34.24,33.7,150,158,-8,143,142,1,2.7,2.69,2633.8,108,108,0,2.46,2.46,302.2,187,21.39,40,7,33,7.94,236.2,155,75.48,2,38,-36,9.65,7,11,0,5,8.32,90.91,99.23,3148,59.54,2987,56.5,51.31,2298,43.46,2113,39.96,52.1,1726,32.65,1574,29.77,52.3,116.04,537,35,850,502,37,874,1354,1467,48.0,1,186,5,1,4,487,10706,14750,6662,SC Rapperswil-Jona Lakers,SCRJ,2022/2023,52,92,1.77,3157.9,40.84,36.34,22.82,183,133,50,169,125,44,3.21,2.37,2626.6,136,99,37,3.11,2.26,283.1,178,23.03,41,3,38,8.69,248.2,158,81.65,2,29,-27,7.01,10,6,4,2,11.37,91.26,102.64,2868,54.49,2743,52.12,51.11,2059,39.12,1942,36.9,51.46,1496,28.42,1437,27.3,51.01,106.61,526,37,809,481,24,801,1423,1317,51.93,1,174,6,0,7,518,6022,4956,7088,0.9849906191369606,1.0375234521575984,1.201688555347092,0.873358348968105,-0.21669793621013134,0.1641651031894934,2.5193029297156877,3.651284456631548,4.229999999999997,2.469999999999999,-1.6400000000000006,-6.170000000000002,-0.5099999999999998,0.31999999999999984,-0.3500000000000001,-8.780000000000001,10.880000000000003,5.049999999999997,4.380000000000003,-37.0,0.2,0.2,0.6,1.8,3.4,0.6,0.0,0.4,3.4,2.4,0.4,0.2,0.4,0.4,0.8
2022-09-23,National League,EHCK,HCD,0,1,Tomlinson Jeff,Christian Wohlwend,,0,0.0,1.22,98.78,60.0,0,7,-7,40.5,0,3,-3,5,0.0,8.8,0,0,0,8,50.0,10.7,0,4,-4,0.0,84.09,84.09,49,73,40.16,39,63,38.24,26,44,37.14,13,0,10,19,0,10,31,24,56.36,0,9,0,0,0,18,3775.0,20231105000024,-1,0,0,0,1,1,7,0,1,1,1,0,EHC Kloten,2022/2023,52,73,1.4,3162.2,29.94,32.54,37.52,140,173,-33,131,162,-31,2.49,3.07,2564.8,84,122,-38,1.97,2.85,295.2,187,24.6,46,3,43,9.35,302.2,192,76.56,6,45,-39,8.94,5,8,4,3,8.82,90.5,99.31,2771,52.58,3143,59.64,46.85,1982,37.61,2333,44.27,45.93,1491,28.29,1713,32.5,46.54,112.21,467,24,789,563,57,810,1437,1524,48.53,1,224,2,0,2,498,6551,6109,6993,HC Davos,HCD,2022/2023,52,83,1.6,3199.7,28.83,36.48,34.69,149,138,11,139,126,13,2.61,2.36,2653.4,102,110,-8,2.31,2.49,266.3,164,21.95,36,2,34,8.11,280.0,155,88.39,6,18,-12,3.86,5,4,5,8,8.66,91.67,100.32,3038,56.97,2827,53.01,51.8,2271,42.59,2048,38.4,52.58,1611,30.21,1516,28.43,51.52,109.98,626,34,767,497,35,779,1464,1455,50.15,4,183,2,1,2,426,6207,4978,7436,0.9193245778611634,1.1360225140712947,0.9784240150093809,0.9061913696060038,-0.059099437148217526,0.22983114446529096,2.4397459950930873,3.2551414345504406,-1.9200000000000017,4.07,2.650000000000002,-11.829999999999998,-0.11999999999999966,0.71,-0.20000000000000018,1.110000000000003,2.8300000000000054,-4.390000000000001,6.630000000000003,-30.0,0.0,0.5,0.5,1.0,3.0,0.0,0.8,0.2,1.8,3.2,0.0,0.0,0.0,0.0,0.0
2022-09-23,National League,HCA,HCAP,1,1,Filip Pesan,Luca Cereda,OT,1,0.0,34.1,65.9,61.7,4,5,-1,47.2,2,5,-3,4,50.0,6.5,2,0,2,4,100.0,8.0,0,0,0,10.81,85.29,96.1,72,75,48.98,51,55,48.11,37,34,52.11,14,0,21,20,1,20,29,31,48.33,0,4,0,0,0,8,4386.0,20231105000022,0,0,0,0,1,1,9,1,1,1,1,1,HC Ajoie,2022/2023,52,48,0.92,3157.9,19.57,33.33,47.11,120,192,-72,113,178,-65,2.15,3.38,2612.8,94,141,-47,2.16,3.24,274.1,156,14.74,23,7,16,5.03,271.1,167,74.85,2,42,-40,9.3,6,12,1,2,8.44,90.42,98.86,2539,48.24,3446,65.47,42.42,1840,34.96,2528,48.03,42.12,1345,25.55,1870,35.53,41.84,113.71,469,26,699,614,44,918,1396,1447,49.1,5,191,7,0,6,537,5583,4222,6943,HC Ambri-Piotta,HCAP,2022/2023,52,66,1.27,3173.7,27.36,32.59,40.05,151,163,-12,143,152,-9,2.7,2.87,2630.1,106,122,-16,2.42,2.78,251.3,164,22.56,37,4,33,8.83,292.2,180,80.56,6,35,-29,7.19,6,9,2,2,9.24,90.83,100.08,2955,55.87,3138,59.33,48.5,2124,40.16,2319,43.84,47.81,1553,29.36,1667,31.52,48.23,115.19,537,34,831,618,34,819,1400,1667,45.65,3,218,5,0,6,581,6939,6480,7398,0.7879924953095685,1.2607879924953098,0.9915572232645403,1.0703564727954973,-0.20356472795497182,0.19043151969981253,2.47005339875884,3.661134362822919,-3.8099999999999987,4.010000000000002,-7.8199999999999985,-5.710000000000008,-0.5500000000000003,0.5099999999999998,-0.35,-7.789999999999999,7.060000000000002,-7.6299999999999955,6.140000000000001,-31.0,0.6,0.2,0.2,2.6,2.0,0.6,0.0,0.4,2.2,1.8,0.25,0.25,0.5,0.25,1.0
2022-09-23,National League,HCL,GSHC,0,1,Chris McSorley,Jan Cadieux,,0,9.72,64.03,26.25,60.0,2,5,-3,48.9,2,5,-3,5,0.0,8.6,0,0,0,2,100.0,2.5,0,0,0,6.9,85.71,92.61,48,52,48.0,36,38,48.65,29,29,50.0,7,0,12,9,0,14,23,28,45.1,0,2,0,0,0,4,5076.0,20231105000026,-1,0,0,0,1,1,7,1,1,1,1,0,HC Lugano,2022/2023,52,72,1.38,3150.2,37.77,32.12,30.12,147,163,-16,134,150,-16,2.55,2.86,2600.1,109,110,-1,2.52,2.54,257.0,161,16.77,27,5,22,6.3,293.0,190,75.26,7,47,-40,9.62,9,12,4,1,7.7,89.9,97.6,3112,59.27,2828,53.86,52.39,2368,45.1,2095,39.9,53.06,1749,33.31,1497,28.51,53.88,113.14,587,32,744,577,21,733,1469,1423,50.8,1,216,4,0,4,532,6026,5026,7026,Genève-Servette HC,GSHC,2022/2023,52,101,1.94,3159.5,41.56,33.85,24.58,185,140,45,168,134,34,3.19,2.54,2605.5,129,97,32,2.97,2.23,258.5,167,28.14,47,4,43,10.91,295.5,178,79.21,6,37,-31,7.51,14,4,3,2,11.0,90.73,101.74,2825,53.65,2716,51.58,50.98,2093,39.75,1962,37.26,51.62,1541,29.26,1450,27.54,51.52,105.22,525,27,732,476,36,754,1456,1322,52.41,3,212,5,0,5,549,6613,6264,6962,0.9652908067542215,1.0703564727954973,1.2148217636022514,0.9193245778611634,-0.24953095684802984,0.1510318949343339,2.598859864338289,3.8079989897532114,4.050000000000001,0.9700000000000024,-11.370000000000001,-3.9499999999999886,-0.6400000000000001,0.31999999999999984,-0.56,-3.789999999999999,5.540000000000003,5.6200000000000045,2.280000000000001,-33.0,0.2,0.2,0.6,1.8,3.2,0.8,0.2,0.0,3.8,1.4,0.4,0.2,0.4,0.8,0.6
2022-09-24,National League,LHC,HCL,0,1,John Fust,Chris McSorley,,3,63.25,36.75,0.0,60.0,3,2,1,49.0,2,1,1,3,0.0,5.0,0,0,0,2,50.0,6.1,1,1,0,12.0,94.74,106.74,38,58,39.58,30,44,40.54,25,38,39.68,5,0,8,6,0,14,39,29,57.35,0,1,1,0,1,27,4816.0,20231105000033,1,1,0,0,1,1,5,1,1,0,0,0,Lausanne HC,2022/2023,52,71,1.37,3165.2,31.34,36.12,32.54,139,160,-21,128,153,-25,2.43,2.9,2585.0,105,109,-4,2.44,2.53,266.3,157,16.56,26,2,24,5.86,313.9,195,75.9,4,47,-43,8.98,7,5,4,2,7.52,90.4,97.92,3225,61.13,2888,54.75,52.76,2339,44.34,2119,40.17,52.47,1709,32.4,1598,30.29,51.68,115.88,578,52,886,489,32,769,1442,1437,50.09,3,218,7,0,5,571,6925,7099,6751,HC Lugano,HCL,2022/2023,52,72,1.38,3150.2,37.77,32.12,30.12,147,163,-16,134,150,-16,2.55,2.86,2600.1,109,110,-1,2.52,2.54,257.0,161,16.77,27,5,22,6.3,293.0,190,75.26,7,47,-40,9.62,9,12,4,1,7.7,89.9,97.6,3112,59.27,2828,53.86,52.39,2368,45.1,2095,39.9,53.06,1749,33.31,1497,28.51,53.88,113.14,587,32,744,577,21,733,1469,1423,50.8,1,216,4,0,4,532,6026,5026,7026,0.9127579737335835,1.050656660412758,0.9652908067542215,1.0703564727954973,-0.05253283302063805,-0.019699812382739212,2.861145186895656,2.9701255592437583,-0.9100000000000037,1.7799999999999976,-0.21000000000000085,0.6400000000000006,-0.11999999999999966,0.040000000000000036,-0.009999999999999787,-6.430000000000003,2.419999999999998,1.8599999999999994,0.8900000000000006,-3.0,0.0,0.6,0.4,2.8,3.8,0.2,0.2,0.6,1.8,3.2,0.6,0.0,0.4,1.6,0.8
2022-09-24,National League,HCA,EVZ,0,1,Filip Pesan,Dan Tangnes,,0,34.39,39.42,26.19,60.0,3,4,-1,50.1,3,3,0,2,0.0,4.0,0,0,0,3,66.67,5.9,0,1,-1,13.04,87.88,100.92,40,75,34.78,31,48,39.24,23,33,41.07,8,0,9,13,2,27,25,28,47.17,0,4,0,0,0,8,6821.0,20231105000035,-1,0,0,0,1,1,7,1,1,1,1,0,HC Ajoie,2022/2023,52,48,0.92,3157.9,19.57,33.33,47.11,120,192,-72,113,178,-65,2.15,3.38,2612.8,94,141,-47,2.16,3.24,274.1,156,14.74,23,7,16,5.03,271.1,167,74.85,2,42,-40,9.3,6,12,1,2,8.44,90.42,98.86,2539,48.24,3446,65.47,42.42,1840,34.96,2528,48.03,42.12,1345,25.55,1870,35.53,41.84,113.71,469,26,699,614,44,918,1396,1447,49.1,5,191,7,0,6,537,5583,4222,6943,EV Zug,EVZ,2022/2023,52,82,1.58,3159.5,28.76,33.7,37.53,165,154,11,153,143,10,2.91,2.72,2658.6,111,109,2,2.51,2.46,279.4,183,26.23,48,4,44,10.31,221.5,143,72.73,2,39,-37,10.56,8,9,4,2,9.16,89.43,98.59,3283,62.35,2569,48.79,56.1,2333,44.3,1857,35.27,55.68,1678,31.87,1362,25.86,55.2,111.13,598,57,950,462,33,712,1466,1367,51.75,0,158,2,0,2,366,6984,6975,6992,0.7879924953095685,1.2607879924953098,1.0834896810506567,1.0112570356472796,-0.2954971857410882,0.24953095684803017,2.333670082262953,4.000577283879348,-6.32,9.670000000000002,-11.49,2.1199999999999903,-0.7600000000000002,0.6599999999999997,-0.66,-9.190000000000001,9.579999999999998,-14.11,16.68,-49.0,0.6,0.2,0.2,2.6,2.0,0.8,0.2,0.0,3.4,1.4,0.0,0.25,0.75,0.0,2.75
2022-09-24,National League,SCLT,SCRJ,0,1,Thierry Paterlini,Stefan Hedlund,,0,0.0,15.69,84.31,60.0,0,4,-4,48.0,0,4,-4,3,0.0,6.0,0,0,0,3,100.0,6.0,0,0,0,0.0,82.61,82.61,46,38,54.76,30,27,52.63,22,23,48.89,8,0,16,4,0,11,30,17,63.83,0,3,0,0,0,6,4353.0,20231105000032,-1,0,0,0,1,1,4,0,0,0,0,0,SCL Tigers,2022/2023,52,60,1.15,3152.3,29.43,33.0,37.57,124,167,-43,119,155,-36,2.27,2.95,2578.1,95,115,-20,2.21,2.68,270.6,161,14.91,24,7,17,5.32,303.6,180,76.67,5,42,-37,8.3,5,9,0,3,9.19,91.54,100.73,2533,48.21,3363,64.01,42.96,1767,33.63,2540,48.35,41.03,1300,24.74,1842,35.06,41.37,112.22,445,22,766,661,37,823,1428,1476,49.17,2,199,6,0,5,528,5939,4991,6888,SC Rapperswil-Jona Lakers,SCRJ,2022/2023,52,92,1.77,3157.9,40.84,36.34,22.82,183,133,50,169,125,44,3.21,2.37,2626.6,136,99,37,3.11,2.26,283.1,178,23.03,41,3,38,8.69,248.2,158,81.65,2,29,-27,7.01,10,6,4,2,11.37,91.26,102.64,2868,54.49,2743,52.12,51.11,2059,39.12,1942,36.9,51.46,1496,28.42,1437,27.3,51.01,106.61,526,37,809,481,24,801,1423,1317,51.93,1,174,6,0,7,518,6022,4956,7088,0.8142589118198875,1.0966228893058163,1.201688555347092,0.873358348968105,-0.38742964352720444,0.22326454033771126,2.0826237552316353,3.8592690142877766,-3.6800000000000033,7.760000000000002,-8.120000000000001,-4.980000000000004,-0.94,0.5800000000000001,-0.6200000000000001,-11.410000000000004,14.75,-6.280000000000001,11.890000000000008,-57.0,0.0,0.0,1.0,1.6,6.2,0.4,0.0,0.6,3.2,2.8,0.0,0.0,1.0,0.2,0.6
2022-09-24,National League,SCB,EHCK,0,1,Johan Lundskog,Tomlinson Jeff,OT,2,0.0,48.17,51.83,61.8,3,2,1,48.3,1,1,0,5,40.0,9.0,2,0,2,3,66.67,4.5,0,1,-1,7.5,92.59,100.09,73,57,56.15,52,36,59.09,40,27,59.7,10,2,21,8,1,21,28,24,53.85,0,5,0,0,0,10,5642.0,20231105000031,0,1,0,0,1,1,5,1,1,0,0,0,SC Bern,2022/2023,52,74,1.42,3172.3,32.06,34.24,33.7,150,158,-8,143,142,1,2.7,2.69,2633.8,108,108,0,2.46,2.46,302.2,187,21.39,40,7,33,7.94,236.2,155,75.48,2,38,-36,9.65,7,11,0,5,8.32,90.91,99.23,3148,59.54,2987,56.5,51.31,2298,43.46,2113,39.96,52.1,1726,32.65,1574,29.77,52.3,116.04,537,35,850,502,37,874,1354,1467,48.0,1,186,5,1,4,487,10706,14750,6662,EHC Kloten,EHCK,2022/2023,52,73,1.4,3162.2,29.94,32.54,37.52,140,173,-33,131,162,-31,2.49,3.07,2564.8,84,122,-38,1.97,2.85,295.2,187,24.6,46,3,43,9.35,302.2,192,76.56,6,45,-39,8.94,5,8,4,3,8.82,90.5,99.31,2771,52.58,3143,59.64,46.85,1982,37.61,2333,44.27,45.93,1491,28.29,1713,32.5,46.54,112.21,467,24,789,563,57,810,1437,1524,48.53,1,224,2,0,2,498,6551,6109,6993,0.9849906191369606,1.0375234521575984,0.9193245778611634,1.1360225140712947,0.06566604127579723,-0.09849906191369628,3.2769880213595037,2.7933323711935345,4.359999999999999,-2.7300000000000004,-3.210000000000001,-1.0799999999999983,0.20999999999999996,-0.3799999999999999,0.020000000000000018,2.120000000000001,-3.8200000000000003,6.960000000000001,-3.1400000000000006,38.0,0.2,0.2,0.6,1.8,3.4,0.6666666666666666,0.3333333333333333,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-09-24,National League,HCAP,GSHC,1,1,Luca Cereda,Jan Cadieux,,0,34.44,23.39,42.17,60.0,2,3,-1,45.4,1,3,-2,4,25.0,6.1,1,0,1,5,100.0,8.5,0,0,0,9.09,91.18,100.27,45,53,45.92,32,43,42.67,22,34,39.29,9,1,13,9,0,10,28,27,50.91,0,7,0,0,0,14,6456.0,20231105000029,-1,0,0,0,1,1,5,1,1,0,0,0,HC Ambri-Piotta,2022/2023,52,66,1.27,3173.7,27.36,32.59,40.05,151,163,-12,143,152,-9,2.7,2.87,2630.1,106,122,-16,2.42,2.78,251.3,164,22.56,37,4,33,8.83,292.2,180,80.56,6,35,-29,7.19,6,9,2,2,9.24,90.83,100.08,2955,55.87,3138,59.33,48.5,2124,40.16,2319,43.84,47.81,1553,29.36,1667,31.52,48.23,115.19,537,34,831,618,34,819,1400,1667,45.65,3,218,5,0,6,581,6939,6480,7398,Genève-Servette HC,GSHC,2022/2023,52,101,1.94,3159.5,41.56,33.85,24.58,185,140,45,168,134,34,3.19,2.54,2605.5,129,97,32,2.97,2.23,258.5,167,28.14,47,4,43,10.91,295.5,178,79.21,6,37,-31,7.51,14,4,3,2,11.0,90.73,101.74,2825,53.65,2716,51.58,50.98,2093,39.75,1962,37.26,51.62,1541,29.26,1450,27.54,51.52,105.22,525,27,732,476,36,754,1456,1322,52.41,3,212,5,0,5,549,6613,6264,6962,0.9915572232645403,1.0703564727954973,1.2148217636022514,0.9193245778611634,-0.22326454033771104,0.1510318949343339,2.669577139558378,3.8079989897532114,0.09999999999999787,3.9800000000000004,-5.580000000000002,1.3500000000000085,-0.48999999999999977,0.33000000000000007,-0.6699999999999999,-14.200000000000003,15.469999999999999,2.219999999999999,7.75,-48.0,0.4,0.2,0.4,2.8,2.4,0.6,0.2,0.2,3.6,2.2,0.2,0.0,0.8,0.2,1.0
2022-09-25,National League,ZSC,LHC,0,1,Rikard Grönborg,John Fust,,3,26.58,56.97,16.44,60.0,5,1,4,47.5,4,1,3,6,16.67,8.5,1,0,1,2,100.0,4.0,0,0,0,13.16,96.3,109.45,68,49,58.12,50,39,56.18,38,27,58.46,11,1,18,10,2,10,29,24,54.72,0,2,0,0,0,4,5867.0,20231105000027,1,1,1,1,0,0,6,0,1,1,0,0,ZSC Lions,2022/2023,52,88,1.69,3160.7,34.86,38.38,26.76,150,123,27,138,121,17,2.62,2.3,2549.7,101,81,20,2.38,1.91,299.2,180,22.22,40,2,38,8.02,311.8,195,80.0,4,39,-35,7.5,7,1,5,1,8.53,92.2,100.74,3035,57.61,2898,55.01,51.15,2216,42.07,2081,39.5,51.57,1624,30.83,1553,29.48,51.12,112.63,553,39,819,497,31,817,1580,1450,52.15,1,223,4,1,2,516,9099,11459,6738,Lausanne HC,LHC,2022/2023,52,71,1.37,3165.2,31.34,36.12,32.54,139,160,-21,128,153,-25,2.43,2.9,2585.0,105,109,-4,2.44,2.53,266.3,157,16.56,26,2,24,5.86,313.9,195,75.9,4,47,-43,8.98,7,5,4,2,7.52,90.4,97.92,3225,61.13,2888,54.75,52.76,2339,44.34,2119,40.17,52.47,1709,32.4,1598,30.29,51.68,115.88,578,52,886,489,32,769,1442,1437,50.09,3,218,7,0,5,571,6925,7099,6751,0.9849906191369606,0.8076923076923077,0.9127579737335835,1.050656660412758,0.07223264540337715,-0.24296435272045036,3.0307403665752632,2.1590236686390534,-1.5700000000000003,-0.8099999999999987,5.66,4.099999999999994,0.18999999999999995,-0.6000000000000001,0.31999999999999984,3.5199999999999996,-5.779999999999998,-3.520000000000003,0.259999999999998,24.0,0.6,0.2,0.2,2.4,2.0,0.0,0.6,0.4,2.8,3.8,0.8,0.0,0.2,1.0,0.2
2022-09-27,National League,SCB,HCA,0,1,Johan Lundskog,Filip Pesan,OT,1,50.31,49.69,0.0,64.1,2,3,-1,49.6,1,1,0,6,16.67,9.4,1,0,1,5,60.0,5.0,0,2,-2,3.85,88.0,91.85,92,47,66.19,72,35,67.29,52,25,67.53,19,1,20,10,0,12,33,31,51.56,0,8,0,0,0,16,3628.0,20231105000036,0,0,0,0,1,1,5,1,1,0,0,0,SC Bern,2022/2023,52,74,1.42,3172.3,32.06,34.24,33.7,150,158,-8,143,142,1,2.7,2.69,2633.8,108,108,0,2.46,2.46,302.2,187,21.39,40,7,33,7.94,236.2,155,75.48,2,38,-36,9.65,7,11,0,5,8.32,90.91,99.23,3148,59.54,2987,56.5,51.31,2298,43.46,2113,39.96,52.1,1726,32.65,1574,29.77,52.3,116.04,537,35,850,502,37,874,1354,1467,48.0,1,186,5,1,4,487,10706,14750,6662,HC Ajoie,HCA,2022/2023,52,48,0.92,3157.9,19.57,33.33,47.11,120,192,-72,113,178,-65,2.15,3.38,2612.8,94,141,-47,2.16,3.24,274.1,156,14.74,23,7,16,5.03,271.1,167,74.85,2,42,-40,9.3,6,12,1,2,8.44,90.42,98.86,2539,48.24,3446,65.47,42.42,1840,34.96,2528,48.03,42.12,1345,25.55,1870,35.53,41.84,113.71,469,26,699,614,44,918,1396,1447,49.1,5,191,7,0,6,537,5583,4222,6943,0.9849906191369606,1.0375234521575984,0.7879924953095685,1.2607879924953098,0.19699812382739212,-0.22326454033771137,3.6368884398903165,2.394284889594458,7.099999999999998,-5.760000000000002,6.65,0.6300000000000097,0.5500000000000003,-0.69,0.4999999999999999,12.490000000000002,-13.409999999999997,11.299999999999997,-8.969999999999999,47.0,0.2,0.2,0.6,1.8,3.4,0.6,0.2,0.2,2.6,2.0,1.0,0.0,0.0,0.75,0.25
