"Date","League","Team","Opp.","Venue","Phase","Coach","Opp. coach","OT/SO","PTS","Leading%","Tied%","Trailing%","TOI","GF","GA","G±","EQ TOI","EQ GF","EQ GA","EQ G±","PP OP","PP%","PP TOI","PP GF","PP GA","PP G±","SH SI","PK%","SH TOI","SH GF","SH GA","SH G±","SH%","SV%","PDO","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","SMF","SPF","SBF","SMA","SPA","SBA","FOW","FOL","FO%","# 0'","# 2'","# 5'","# 10'","# 20'","PIM","Spectators"
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000414' target='_blank'>2022-04-25</a>,National League,ZSC,EVZ,home,Playoffs,Rikard Grönborg,Dan Tangnes,,0,13.19,27,59.81,60,1,4,-3,51.2,1,4,-3,1,0,2,0,0,0,4,100,6.8,0,0,0,4.76,92.11,96.87,41,73,35.96,25,53,32.05,21,39,35,3,1,16,12,2,20,36,25,59.02,0,6,0,0,0,12,11200
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000413' target='_blank'>2022-04-23</a>,National League,ZSC,EVZ,away,Playoffs,Rikard Grönborg,Dan Tangnes,,3,14.22,22.72,63.06,60,2,1,1,44.9,2,0,2,3,0,6,0,0,0,6,83.33,9.1,0,1,-1,8,96.43,104.43,50,70,41.67,35,39,47.3,25,28,47.17,10,0,15,9,2,31,30,24,55.56,0,5,0,0,0,10,7200
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000412' target='_blank'>2022-04-20</a>,National League,ZSC,EVZ,home,Playoffs,Rikard Grönborg,Dan Tangnes,,3,5.08,82.14,12.78,60,2,1,1,55.4,1,1,0,2,50,2.6,1,0,1,1,100,2,0,0,0,6.9,97.06,103.96,52,63,45.22,41,47,46.59,29,34,46.03,12,0,11,13,0,16,31,25,55.36,0,2,0,0,0,4,11200
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000411' target='_blank'>2022-04-18</a>,National League,ZSC,EVZ,away,Playoffs,Rikard Grönborg,Dan Tangnes,,3,0.06,58.94,41,60,3,2,1,50.2,1,2,-1,5,40,7.8,2,0,2,1,100,2,0,0,0,9.09,92,101.09,59,47,55.66,43,34,55.84,33,25,56.9,8,2,16,9,0,13,37,16,69.81,0,1,0,0,0,2,7200
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000398' target='_blank'>2022-04-14</a>,National League,ZSC,HCFG,home,Playoffs,Rikard Grönborg,Christian Dubé,,3,61.47,38.53,0,60,6,2,4,47.6,6,2,4,4,0,8.6,0,0,0,2,100,3.8,0,0,0,19.23,93.1,112.33,49,58,45.79,40,41,49.38,27,29,48.21,13,0,9,11,1,17,28,21,57.14,0,3,0,0,0,6,11200
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000396' target='_blank'>2022-04-12</a>,National League,ZSC,HCFG,away,Playoffs,Rikard Grönborg,Christian Dubé,OT,2,8.67,90.25,1.08,78.8,3,2,1,63.5,3,1,2,3,0,5,0,0,0,6,83.33,10.3,0,1,-1,8.11,95.24,103.35,69,82,45.7,46,50,47.92,37,42,46.84,8,1,23,8,0,32,34,26,56.67,0,7,0,0,0,14,8934
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000394' target='_blank'>2022-04-10</a>,National League,ZSC,HCFG,home,Playoffs,Rikard Grönborg,Christian Dubé,OT,2,34.93,65.07,0,64.5,3,2,1,53.4,2,1,1,5,20,9,1,0,1,2,50,2.1,0,1,-1,12,93.55,105.55,63,54,53.85,47,45,51.09,25,31,44.64,21,1,16,14,0,9,33,23,58.93,0,4,0,0,0,8,10512
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000392' target='_blank'>2022-04-08</a>,National League,ZSC,HCFG,away,Playoffs,Rikard Grönborg,Christian Dubé,OT,2,10.54,89.46,0,81.3,3,2,1,71.3,3,2,1,2,0,2,0,0,0,4,100,8,0,0,0,10.34,94.74,105.08,64,72,47.06,44,55,44.44,29,38,43.28,15,0,20,17,0,17,34,31,52.31,0,6,0,0,0,12,8934
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000387' target='_blank'>2022-04-04</a>,National League,ZSC,EHCB,home,Playoffs,Rikard Grönborg,Antti Törmänen,,3,63.56,36.44,0,60,3,1,2,50,2,1,1,2,0,4,0,0,0,3,100,6,1,0,1,8,96.67,104.67,50,59,45.87,35,37,48.61,26,30,46.43,9,0,15,7,0,22,26,32,44.83,0,3,0,0,0,6,10615
<a href='https://www.sihf.ch/de/game-center/game/#/20221105000383' target='_blank'>2022-04-02</a>,National League,ZSC,EHCB,away,Playoffs,Rikard Grönborg,Antti Törmänen,,3,8.72,3.81,87.47,60,3,1,2,50,3,1,2,0,,0,0,0,0,5,100,10,0,0,0,7.69,97.22,104.91,61,66,48.03,35,48,42.17,27,36,42.86,7,1,26,10,2,18,41,23,64.06,0,6,0,0,0,12,6521
