"Season","GP","PTS","PTS/GP","TOI","Leading","Tied","Trailing","GF","GA","G±","GF_","GA_","G_±","GF_/60","GA_/60","EQ TOI","EQ GF","EQ GA","EQ G±","EQ GF/60","EQ GA/60","PP TOI","PP OP","PP%","PP GF","PP GA","PP G±","PP GF/60","SH TOI","SH SI","PK%","SH GF","SH GA","SH G±","SH GA/60","GF EN","GA EN","GF SO","GA SO","SH%","SV%","PDO","FOW","FOL","FO%","# 0'","# 2'","# 5'","# 10'","# 20'","PIM","Spect. / GP"
"2022/2023","728","1092","1.5","44279.5","33.05","33.9","33.05","2132","2132","0","1990","1990","0","2.7","2.7","36577.2","1518","1518","0","2.49","2.49","3851.2","2393","21.77","521","54","467","8.12","3851.2","2393","78.23","54","521","-467","8.12","103","103","39","39","9.12","90.88","100","20159","20159","50","27","2743","63","3","57","6971","7005"
